sample_id	batch	source_group	input_file	diagnosis	UMAP1	UMAP2
TARGET-10-PANSDA-09A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-3.592684	20.872835
TARGET-10-PANSHK-04A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-2.4757078	21.779581
TARGET-10-PANSHK-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-2.6278186	21.998438
TARGET-10-PANSIA-09A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-3.4777231	20.745539
TARGET-10-PANSPW-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-2.9890585	22.043966
TARGET-10-PANSUL-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-2.40742	21.723553
TARGET-10-PANSXG-09A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-3.537703	20.812654
TARGET-10-PANTSM-04A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	3.5498772	11.418294
TARGET-10-PANTSM-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-2.9090269	22.129845
TARGET-10-PANTTZ-09B-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	UNKNOWN	3.81543	11.361749
TARGET-10-PANUHA-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-2.4117365	21.832441
TARGET-10-PANUSN-03A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-2.4804077	21.820534
TARGET-10-PANUSN-04A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-5.1592402	6.9014454
TARGET-10-PANUUF-09A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-3.4713125	20.733688
TARGET-10-PANWEZ-09B-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	3.965791	11.425195
TARGET-10-PANWHJ-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-2.8000846	22.12904
TARGET-10-PANWHW-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-3.4292111	20.789993
TARGET-10-PANWHW-09A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	3.7987044	11.3213825
TARGET-10-PANWVW-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-2.761868	22.113169
TARGET-10-PANWYH-09A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-2.4981759	21.749762
TARGET-10-PANWYH-09B-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	2.997974	11.386387
TARGET-10-PANXDB-03A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-2.8739538	22.221245
TARGET-10-PANXDR-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-2.7626445	22.107597
TARGET-10-PANXPE-04A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-3.299124	20.674967
TARGET-10-PANYEJ-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-2.7602348	22.077232
TARGET-10-PANYGB-04A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-3.583197	20.822535
TARGET-10-PANYYV-04A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-3.2638986	20.662127
TARGET-10-PANYZE-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-3.5213966	20.723694
TARGET-10-PANZPJ-09A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-2.9684231	22.230125
TARGET-10-PANZXZ-03A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-2.4438071	21.722986
TARGET-10-PAPACP-04A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-3.5268865	20.70135
TARGET-10-PAPAGK-04A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-3.023827	20.946476
TARGET-10-PAPAGK-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-3.6163793	20.857183
TARGET-10-PAPAIZ-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-3.165593	20.65745
TARGET-10-PAPAXK-09B-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	UNKNOWN	3.1880505	11.477403
TARGET-10-PAPBCI-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-2.749906	22.07916
TARGET-10-PAPBFN-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-2.6817703	21.286257
TARGET-10-PAPBZK-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-2.6652188	21.85428
TARGET-10-PAPDJM-04A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-3.1647828	20.681404
TARGET-10-PAPDKJ-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-2.4152713	21.781195
TARGET-10-PAPDUV-04A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	3.6629245	11.307948
TARGET-10-PAPDUV-09A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-3.2751663	20.66124
TARGET-10-PAPEAB-04A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-3.4820778	20.63488
TARGET-10-PAPECF-04A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-3.071711	20.859573
TARGET-10-PAPECF-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-3.10107	20.82562
TARGET-10-PAPEFH-04A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-3.0210862	20.839645
TARGET-10-PAPEJN-04A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-2.4977262	21.685831
TARGET-10-PAPEJN-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-2.5995846	21.98417
TARGET-10-PAPESW-09A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-3.4642751	20.648592
TARGET-10-PAPEWB-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-3.4824257	20.745064
TARGET-10-PAPFWH-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-3.3680785	20.622156
TARGET-10-PAPFXN-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-3.3821712	20.687227
TARGET-10-PAPGFP-04A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-3.0640502	20.896
TARGET-10-PAPGFP-09A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-3.0437741	20.883934
TARGET-10-PAPGGT-03A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-2.9222052	22.317848
TARGET-10-PAPGNC-03A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-3.4991887	20.71807
TARGET-10-PAPGYC-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-3.3726811	20.703907
TARGET-10-PAPHEK-03A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-6.615191	5.836464
TARGET-10-PAPHGD-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-2.9089909	22.201239
TARGET-10-PAPHJF-04A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-3.1673534	21.226995
TARGET-10-PAPHJF-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-3.1375616	21.27668
TARGET-10-PAPHMH-09A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-3.6175702	20.700518
TARGET-10-PAPHPX-03B-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	3.8604422	11.340501
TARGET-10-PAPHYN-09B-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	3.1471295	11.490298
TARGET-10-PAPHZT-09B-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	3.5023222	11.0877495
TARGET-10-PAPIGX-09A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-3.2700663	20.714409
TARGET-10-PAPIJM-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-2.4007757	21.64833
TARGET-10-PAPIJM-09A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	3.246718	11.413162
TARGET-10-PAPIRZ-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	-3.3739183	21.056162
TARGET-10-PAPISG-04A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	-3.5500035	20.687681
TARGET-10-PAPIYG-03B-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	UNKNOWN	3.8840816	11.371795
TARGET-10-PAPJHB-04A-02R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	-3.4538672	20.649998
TARGET-10-PAPJHB-09A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	-3.3379793	20.655626
TARGET-10-PAPJHR-09A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	-2.4154851	21.808702
TARGET-10-PAPJIB-04A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	-2.9724386	20.887314
TARGET-10-PAPJIB-09A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	-3.0985644	20.748514
TARGET-10-PAPJXI-04A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	-3.2356887	20.669096
TARGET-10-PAPJXI-09A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	-3.1840696	20.673525
TARGET-10-PAPKNC-09A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	-2.986492	21.900305
TARGET-10-PAPKNJ-09B-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	UNKNOWN	3.8723364	11.360719
TARGET-10-PAPLDL-03A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	-3.2775714	20.763271
TARGET-10-PAPLDL-04A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	-3.067745	20.737547
TARGET-10-PAPLDM-04A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	-3.4156246	20.659496
TARGET-10-PAPLTZ-04A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	-2.5285616	21.880339
TARGET-10-PAPLTZ-09A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	-2.4051063	21.828596
TARGET-10-PAPLUG-09A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	-2.523428	21.94631
TARGET-10-PAPMFI-04A-02R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	-2.9645357	22.201159
TARGET-10-PAPMVB-04A-02R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	-2.4137769	21.66856
TARGET-10-PAPMVB-09A-02R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	-2.426057	21.712385
TARGET-10-PAPMYD-03A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	-3.011109	21.760548
TARGET-10-PAPNFY-03A-02R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	-2.808875	22.109564
TARGET-10-PAPNFY-04A-02R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	-2.4160702	21.732304
TARGET-10-PAPNMY-04A-02R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	-2.4287271	21.692114
TARGET-10-PAPNMY-09A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	-2.7798781	22.11752
TARGET-10-PAPNNX-09A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	-2.4676893	21.75095
TARGET-10-PAPNNX-09A-02R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	3.2919378	11.618785
TARGET-10-PAPPGN-04A-02R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	-2.5197616	21.792997
TARGET-10-PAPRCS-04A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	-2.5316207	21.56626
TARGET-10-PAPRCS-09A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	-2.586586	21.802986
TARGET-10-PAPRFE-09A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	-3.1370661	21.284424
TARGET-10-PAPRMM-09B-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	UNKNOWN	3.1412106	11.484777
TARGET-10-PAPSPG-04A-02R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	3.1682742	11.43844
TARGET-10-PAPSPN-04A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	-2.5225987	21.715927
TARGET-10-PAPSPN-09A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	-2.6504517	21.8321
TARGET-10-PAPTAT-09B-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	UNKNOWN	3.067614	11.4516
TARGET-10-PAPTLM-09A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	-3.138243	21.212704
TARGET-10-PAPVTA-04A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	-2.417855	21.739086
TARGET-10-PAPVTA-09A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	-2.746042	22.084816
TARGET-10-PAPVTA-09A-02R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	3.1762922	11.473286
TARGET-10-PAPZNK-04A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	-3.2271652	21.039701
TARGET-10-PAPZNK-09A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	-3.3706696	21.006706
TARGET-10-PAPZST-04A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	-5.2067556	6.779602
TARGET-10-PAPZST-09A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	-5.6026125	6.594944
TARGET-10-PARAKF-09A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	-3.583594	20.797674
TARGET-10-PARAPE-09B-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	UNKNOWN	3.8568568	11.37261
TARGET-10-PARARJ-09A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	-3.3123143	20.715916
TARGET-10-PARASZ-09A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	5.5257187	12.36466
TARGET-10-PARAYM-09A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	3.733776	14.540036
TARGET-10-PARBGL-09B-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	UNKNOWN	3.9203463	11.386101
TARGET-10-PARBRK-04A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	-3.20795	20.65191
TARGET-10-PARBVI-09A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	-3.4344811	20.67614
TARGET-10-PARBVI-09A-02R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	3.724093	11.370429
TARGET-10-PARCHB-03A-02R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	-2.4389849	21.659058
TARGET-10-PARCVM-03A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	3.783369	14.670043
