sample_id	batch	source_group	input_file	diagnosis	UMAP1	UMAP2
TARGET-15-SJMPAL041117-09B-01R	Batch06	Batch	WU-TARGET-Batch06-STRANDED_RSEM_gene_count.2021-08-06_11-45-47.txt	MPAL	2.714702	11.310698
TARGET-15-SJMPAL041118-09A-01R	Batch06	Batch	WU-TARGET-Batch06-STRANDED_RSEM_gene_count.2021-08-06_11-45-47.txt	MPAL	2.4686286	11.163593
TARGET-15-SJMPAL041119-09A-01R	Batch06	Batch	WU-TARGET-Batch06-STRANDED_RSEM_gene_count.2021-08-06_11-45-47.txt	MPAL	0.92564934	10.560751
TARGET-15-SJMPAL041119-09B-01R	Batch06	Batch	WU-TARGET-Batch06-STRANDED_RSEM_gene_count.2021-08-06_11-45-47.txt	MPAL	0.82972884	10.5364895
TARGET-15-SJMPAL041120-09A-01R	Batch06	Batch	WU-TARGET-Batch06-STRANDED_RSEM_gene_count.2021-08-06_11-45-47.txt	MPAL	1.1946946	7.965236
TARGET-15-SJMPAL041120-09B-01R	Batch06	Batch	WU-TARGET-Batch06-STRANDED_RSEM_gene_count.2021-08-06_11-45-47.txt	MPAL	1.1334808	8.06545
TARGET-15-SJMPAL041122-09A-01R	Batch06	Batch	WU-TARGET-Batch06-STRANDED_RSEM_gene_count.2021-08-06_11-45-47.txt	MPAL	1.2569821	8.354944
TARGET-15-SJMPAL042787-09A-01R	Batch06	Batch	WU-TARGET-Batch06-STRANDED_RSEM_gene_count.2021-08-06_11-45-47.txt	MPAL	1.0442214	8.218272
TARGET-15-SJMPAL042787-09B-01R	Batch06	Batch	WU-TARGET-Batch06-STRANDED_RSEM_gene_count.2021-08-06_11-45-47.txt	MPAL	1.0036826	8.275427
TARGET-15-SJMPAL042791-09A-01R	Batch06	Batch	WU-TARGET-Batch06-STRANDED_RSEM_gene_count.2021-08-06_11-45-47.txt	MPAL	1.6647114	8.095837
TARGET-15-SJMPAL042791-09B-01R	Batch06	Batch	WU-TARGET-Batch06-STRANDED_RSEM_gene_count.2021-08-06_11-45-47.txt	MPAL	1.6235108	8.198118
TARGET-15-SJMPAL042792-09A-01R	Batch06	Batch	WU-TARGET-Batch06-STRANDED_RSEM_gene_count.2021-08-06_11-45-47.txt	MPAL	1.4910566	8.172274
TARGET-15-SJMPAL042793-09A-01R	Batch06	Batch	WU-TARGET-Batch06-STRANDED_RSEM_gene_count.2021-08-06_11-45-47.txt	MPAL	1.6225775	8.232561
TARGET-15-SJMPAL042793-09B-01R	Batch06	Batch	WU-TARGET-Batch06-STRANDED_RSEM_gene_count.2021-08-06_11-45-47.txt	MPAL	1.5842973	8.251535
TARGET-15-SJMPAL042794-09A-01R	Batch06	Batch	WU-TARGET-Batch06-STRANDED_RSEM_gene_count.2021-08-06_11-45-47.txt	MPAL	1.6778177	10.584326
TARGET-15-SJMPAL042794-09B-01R	Batch06	Batch	WU-TARGET-Batch06-STRANDED_RSEM_gene_count.2021-08-06_11-45-47.txt	MPAL	1.6919446	10.618415
TARGET-15-SJMPAL042796-09A-01R	Batch06	Batch	WU-TARGET-Batch06-STRANDED_RSEM_gene_count.2021-08-06_11-45-47.txt	MPAL	1.9846083	10.0295515
TARGET-15-SJMPAL042797-09A-01R	Batch06	Batch	WU-TARGET-Batch06-STRANDED_RSEM_gene_count.2021-08-06_11-45-47.txt	MPAL	1.6863401	7.6972146
TARGET-15-SJMPAL042798-09A-01R	Batch06	Batch	WU-TARGET-Batch06-STRANDED_RSEM_gene_count.2021-08-06_11-45-47.txt	MPAL	0.4038826	10.792997
TARGET-15-SJMPAL042798-09B-01R	Batch06	Batch	WU-TARGET-Batch06-STRANDED_RSEM_gene_count.2021-08-06_11-45-47.txt	MPAL	0.3088927	10.77044
TARGET-15-SJMPAL042799-09A-01R	Batch06	Batch	WU-TARGET-Batch06-STRANDED_RSEM_gene_count.2021-08-06_11-45-47.txt	MPAL	3.8519695	14.205851
TARGET-15-SJMPAL042799-09B-01R	Batch06	Batch	WU-TARGET-Batch06-STRANDED_RSEM_gene_count.2021-08-06_11-45-47.txt	MPAL	3.8073792	14.258441
TARGET-15-SJMPAL042801-09A-01R	Batch06	Batch	WU-TARGET-Batch06-STRANDED_RSEM_gene_count.2021-08-06_11-45-47.txt	MPAL	1.6753757	10.571585
TARGET-15-SJMPAL042801-09B-01R	Batch06	Batch	WU-TARGET-Batch06-STRANDED_RSEM_gene_count.2021-08-06_11-45-47.txt	MPAL	1.5934081	10.50065
TARGET-15-SJMPAL042943-09A-01R	Batch06	Batch	WU-TARGET-Batch06-STRANDED_RSEM_gene_count.2021-08-06_11-45-47.txt	MPAL	1.2955934	8.381587
TARGET-15-SJMPAL042946-04B-01R	Batch06	Batch	WU-TARGET-Batch06-STRANDED_RSEM_gene_count.2021-08-06_11-45-47.txt	MPAL	1.6370263	8.204938
TARGET-15-SJMPAL042946-09A-01R	Batch06	Batch	WU-TARGET-Batch06-STRANDED_RSEM_gene_count.2021-08-06_11-45-47.txt	MPAL	1.1077737	8.46023
TARGET-15-SJMPAL042946-09B-01R	Batch06	Batch	WU-TARGET-Batch06-STRANDED_RSEM_gene_count.2021-08-06_11-45-47.txt	MPAL	1.0698307	8.381466
TARGET-15-SJMPAL043505-09B-01R	Batch06	Batch	WU-TARGET-Batch06-STRANDED_RSEM_gene_count.2021-08-06_11-45-47.txt	MPAL	1.1042557	9.951408
TARGET-15-SJMPAL043506-04B-01R	Batch06	Batch	WU-TARGET-Batch06-STRANDED_RSEM_gene_count.2021-08-06_11-45-47.txt	MPAL	3.236515	11.539176
TARGET-15-SJMPAL043507-04B-01R	Batch06	Batch	WU-TARGET-Batch06-STRANDED_RSEM_gene_count.2021-08-06_11-45-47.txt	MPAL	0.659365	10.617904
TARGET-15-SJMPAL043508-09B-01R	Batch06	Batch	WU-TARGET-Batch06-STRANDED_RSEM_gene_count.2021-08-06_11-45-47.txt	MPAL	3.7197976	11.2352915
TARGET-15-SJMPAL043509-04A-01R	Batch06	Batch	WU-TARGET-Batch06-STRANDED_RSEM_gene_count.2021-08-06_11-45-47.txt	MPAL	1.5866528	10.523783
TARGET-15-SJMPAL043510-09A-01R	Batch06	Batch	WU-TARGET-Batch06-STRANDED_RSEM_gene_count.2021-08-06_11-45-47.txt	MPAL	1.110145	8.348953
TARGET-15-SJMPAL043511-09B-01R	Batch06	Batch	WU-TARGET-Batch06-STRANDED_RSEM_gene_count.2021-08-06_11-45-47.txt	MPAL	1.0897999	6.357497
TARGET-15-SJMPAL043512-09B-01R	Batch06	Batch	WU-TARGET-Batch06-STRANDED_RSEM_gene_count.2021-08-06_11-45-47.txt	MPAL	3.7391088	11.244359
TARGET-15-SJMPAL043513-04B-01R	Batch06	Batch	WU-TARGET-Batch06-STRANDED_RSEM_gene_count.2021-08-06_11-45-47.txt	MPAL	3.1287267	11.471296
TARGET-15-SJMPAL043514-09A-01R	Batch06	Batch	WU-TARGET-Batch06-STRANDED_RSEM_gene_count.2021-08-06_11-45-47.txt	MPAL	1.0824629	8.320366
TARGET-15-SJMPAL043767-09B-01R	Batch06	Batch	WU-TARGET-Batch06-STRANDED_RSEM_gene_count.2021-08-06_11-45-47.txt	MPAL	-3.248661	10.780779
TARGET-15-SJMPAL043768-09B-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	MPAL	0.8797597	8.292928
TARGET-15-SJMPAL043769-03B-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	MPAL	1.0182095	8.301753
TARGET-15-SJMPAL043770-09B-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	MPAL	1.1770577	10.448366
TARGET-15-SJMPAL043771-09B-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	MPAL	-0.55042267	6.4834437
TARGET-15-SJMPAL043772-04B-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	MPAL	1.0422138	10.099935
TARGET-15-SJMPAL043773-03B-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	MPAL	1.0429612	8.311728
TARGET-15-SJMPAL043773-40A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	MPAL	1.2976977	7.922839
TARGET-15-SJMPAL043774-09B-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	MPAL	-3.109988	11.011377
TARGET-15-SJMPAL043775-09B-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	MPAL	2.636303	11.278941
TARGET-15-SJMPAL044948-09A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	MPAL	-0.005443232	9.987817
TARGET-15-SJMPAL044949-09A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	MPAL	4.4488087	14.360795
TARGET-15-SJMPAL044950-09A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	MPAL	0.3165153	10.716055
TARGET-15-SJMPAL044953-09A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	MPAL	1.6394637	10.55715
TARGET-15-SJMPAL046466-09A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	MPAL	1.1595922	5.7269673
TARGET-15-SJMPAL046467-09A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	MPAL	3.6723487	11.165334
TARGET-15-SJMPAL046468-09A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	MPAL	2.2936451	11.12466
TARGET-15-SJMPAL046469-09A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	MPAL	1.9248852	10.829965
TARGET-15-SJMPAL046470-09A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	MPAL	3.7320232	11.287842
TARGET-15-SJMPAL046471-09A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	MPAL	-0.26431486	11.425635
TARGET-15-SJMPAL046472-09A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	MPAL	2.200149	11.083521
TARGET-20-SJAML003320-09A-02R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	AML	-3.2029214	11.210385
TARGET-20-SJAML003322-09A-02R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	AML	-2.9716327	11.423741
TARGET-20-SJAML007112-09A-02R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	AML	1.9589074	9.307895
TARGET-20-SJAML007113-09A-02R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	AML	0.8563349	11.109246
TARGET-20-SJAML016570-09A-02R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	AML	-0.54925305	6.008144
TARGET-20-SJAML040268-09A-03R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	AML	-1.1041831	10.156624
TARGET-20-SJAML045734-09A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	AML	-3.2116168	11.089837
TARGET-20-SJAML045735-09A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	AML	1.2869523	11.704475
TARGET-20-SJAML045736-09A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	AML	-1.1225231	7.331309
TARGET-20-SJAML045737-09A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	AML	1.5296168	10.581873
TARGET-20-SJAML045738-09A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	AML	1.6303667	7.6294327
TARGET-20-SJAML045739-09A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	AML	1.7150981	7.549894
TARGET-20-SJAML045740-09A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	AML	2.885668	8.217801
TARGET-20-SJAML045741-09A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	AML	2.713402	8.277919
TARGET-20-SJAML045742-09A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	AML	-1.1879246	6.724617
TARGET-50-CAAAAB-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.368309	15.381036
TARGET-50-CAAAAC-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.384415	15.407661
TARGET-50-CAAAAH-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.335636	15.382551
TARGET-50-CAAAAJ-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.319302	15.331729
TARGET-50-CAAAAL-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.429457	15.4682665
TARGET-50-CAAAAM-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.091093	15.089346
TARGET-50-CAAAAO-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.435543	15.469735
TARGET-50-CAAAAP-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.152351	13.245776
TARGET-50-CAAAAQ-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.380547	15.407588
TARGET-50-CAAAAQ-11A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.399834	14.34266
TARGET-50-CAAAAR-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.132463	15.132384
TARGET-50-CAAAAR-11A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.39537	14.352622
TARGET-50-CAAAAS-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.285326	15.286864
TARGET-50-PADXAY-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.095188	13.203123
TARGET-50-PADZUB-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.35473	15.367253
TARGET-50-PAEAFB-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.137857	13.252976
TARGET-50-PAEBXA-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.272879	15.26137
TARGET-50-PAECJB-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.191483	15.1880455
TARGET-50-PAJLIP-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.390018	15.40949
TARGET-50-PAJLKC-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.40984	15.4353895
TARGET-50-PAJLKR-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.432146	15.46729
TARGET-50-PAJLLF-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.371878	15.402547
TARGET-50-PAJLNJ-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.260513	15.289063
TARGET-50-PAJLPX-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.143177	13.267251
TARGET-50-PAJLSP-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.095528	13.18764
TARGET-50-PAJLTH-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.10509	13.217507
TARGET-50-PAJLTI-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.207466	13.331115
TARGET-50-PAJLUJ-06A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.199339	15.1558895
TARGET-50-PAJLWT-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.108837	13.209402
TARGET-50-PAJMEL-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.11319	15.108781
TARGET-50-PAJMEN-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.461086	15.50077
TARGET-50-PAJMEP-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.103607	13.209101
TARGET-50-PAJMFU-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.424263	15.457146
TARGET-50-PAJMFY-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.497095	15.5364065
TARGET-50-PAJMIZ-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.486895	15.513408
TARGET-50-PAJMJT-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.33247	15.321053
TARGET-50-PAJMKI-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.138588	13.246005
TARGET-50-PAJMKJ-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.216022	15.200731
TARGET-50-PAJMKN-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.409813	15.424896
TARGET-50-PAJMLI-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.18341	13.295567
TARGET-50-PAJMLZ-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.115889	13.204463
TARGET-50-PAJMMY-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.354534	15.2811775
TARGET-50-PAJMRL-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.038454	13.151441
TARGET-50-PAJMSE-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.468065	15.498929
TARGET-50-PAJMUF-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.082264	13.19266
TARGET-50-PAJMVC-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.125687	13.267905
TARGET-50-PAJMVU-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.452765	15.490751
TARGET-50-PAJMXF-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.095945	13.187638
TARGET-50-PAJNAA-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.417654	15.436502
TARGET-50-PAJNAV-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.143396	13.174454
TARGET-50-PAJNBN-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.099731	13.180864
TARGET-50-PAJNCC-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.089344	13.189192
TARGET-50-PAJNCJ-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.404716	15.422941
TARGET-50-PAJNCZ-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.136488	13.249634
TARGET-50-PAJNDU-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.115568	13.229064
TARGET-50-PAJNEC-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.31166	15.340208
TARGET-50-PAJNGH-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.126223	13.22768
TARGET-50-PAJNGH-02A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.15775	13.275228
TARGET-50-PAJNJJ-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.471434	15.51064
TARGET-50-PAJNLT-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.36184	15.381935
TARGET-50-PAJNNC-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.211044	13.332445
TARGET-50-PAJNNR-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.367619	15.381778
TARGET-50-PAJNRH-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.439846	15.473162
TARGET-50-PAJNRL-01A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.383667	15.397057
TARGET-50-PAJNRL-11A-01R	Batch07	Batch	WU-TARGET-Batch07-STRANDED_RSEM_gene_count.2021-08-04_23-27-24.txt	WT	16.433115	14.295694
TARGET-50-PAJNSL-01A-01R	Batch08	Batch	WU-TARGET-Batch08-STRANDED_RSEM_gene_count.2021-08-04_21-26-02.txt	WT	16.40673	15.436459
TARGET-50-PAJNSL-11A-01R	Batch08	Batch	WU-TARGET-Batch08-STRANDED_RSEM_gene_count.2021-08-04_21-26-02.txt	WT	16.398726	14.347524
TARGET-50-PAJNTJ-01A-01R	Batch08	Batch	WU-TARGET-Batch08-STRANDED_RSEM_gene_count.2021-08-04_21-26-02.txt	WT	16.130648	13.23377
TARGET-50-PAJNTJ-02A-01R	Batch08	Batch	WU-TARGET-Batch08-STRANDED_RSEM_gene_count.2021-08-04_21-26-02.txt	WT	16.130589	13.236595
TARGET-50-PAJNUP-01A-01R	Batch08	Batch	WU-TARGET-Batch08-STRANDED_RSEM_gene_count.2021-08-04_21-26-02.txt	WT	16.077013	15.0666065
TARGET-50-PAJNUS-01A-01R	Batch08	Batch	WU-TARGET-Batch08-STRANDED_RSEM_gene_count.2021-08-04_21-26-02.txt	WT	16.220797	15.210668
TARGET-50-PAJNVE-01A-01R	Batch08	Batch	WU-TARGET-Batch08-STRANDED_RSEM_gene_count.2021-08-04_21-26-02.txt	WT	16.362547	15.393296
TARGET-50-PAJNVX-01A-01R	Batch08	Batch	WU-TARGET-Batch08-STRANDED_RSEM_gene_count.2021-08-04_21-26-02.txt	WT	16.211428	13.366179
TARGET-50-PAJNYT-01A-02R	Batch08	Batch	WU-TARGET-Batch08-STRANDED_RSEM_gene_count.2021-08-04_21-26-02.txt	WT	16.162045	13.30774
TARGET-50-PAJNZI-01A-01R	Batch08	Batch	WU-TARGET-Batch08-STRANDED_RSEM_gene_count.2021-08-04_21-26-02.txt	WT	16.461988	15.500148
TARGET-50-PAJNZK-01A-01R	Batch08	Batch	WU-TARGET-Batch08-STRANDED_RSEM_gene_count.2021-08-04_21-26-02.txt	WT	16.431923	15.465502
TARGET-50-PAJNZS-01A-01R	Batch08	Batch	WU-TARGET-Batch08-STRANDED_RSEM_gene_count.2021-08-04_21-26-02.txt	WT	16.261858	15.268441
TARGET-50-PAJNZU-01A-01R	Batch08	Batch	WU-TARGET-Batch08-STRANDED_RSEM_gene_count.2021-08-04_21-26-02.txt	WT	16.218435	15.213485
TARGET-50-PAJPAR-01A-01R	Batch08	Batch	WU-TARGET-Batch08-STRANDED_RSEM_gene_count.2021-08-04_21-26-02.txt	WT	16.39218	15.406448
TARGET-50-PAJPAU-01A-01R	Batch08	Batch	WU-TARGET-Batch08-STRANDED_RSEM_gene_count.2021-08-04_21-26-02.txt	WT	16.449114	15.471438
TARGET-50-PAJPCM-01A-01R	Batch08	Batch	WU-TARGET-Batch08-STRANDED_RSEM_gene_count.2021-08-04_21-26-02.txt	WT	16.376526	15.439087
TARGET-50-PAJPDC-01A-01R	Batch08	Batch	WU-TARGET-Batch08-STRANDED_RSEM_gene_count.2021-08-04_21-26-02.txt	WT	16.212238	15.205697
