sample_id	batch	source_group	input_file	diagnosis	UMAP1	UMAP2
TARGET-10-PAKSWW-03A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.844671	17.054222
TARGET-10-PAMXHJ-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.979882	17.1195
TARGET-10-PAMXSP-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.944132	17.1621
TARGET-10-PANATY-09B-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	9.401781	16.112043
TARGET-10-PANCVR-03A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.2849865	17.696812
TARGET-10-PANCVR-04A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.065812	18.059265
TARGET-10-PANDBX-09B-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	9.497211	16.210648
TARGET-10-PANDWE-03A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.61033	17.271942
TARGET-10-PANEUH-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	11.035926	17.148508
TARGET-10-PANFNZ-03A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.622433	16.679974
TARGET-10-PANGIF-03A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	9.958005	18.173128
TARGET-10-PANIEU-03A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.490536	17.316912
TARGET-10-PANJPG-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.620231	16.672134
TARGET-10-PANJWJ-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.768353	17.421883
TARGET-10-PANKAK-04A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.438913	17.539276
TARGET-10-PANKAK-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.507117	17.453665
TARGET-10-PANKAK-09A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	9.493477	16.241453
TARGET-10-PANKGK-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.612071	16.659107
TARGET-10-PANKMB-09A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.608063	17.189974
TARGET-10-PANKRG-03A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.899274	17.196016
TARGET-10-PANLGK-03B-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	UNKNOWN	9.440626	16.121212
TARGET-10-PANLIC-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.61107	17.079548
TARGET-10-PANLIC-09A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	9.674071	16.30804
TARGET-10-PANPJI-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.603067	16.643139
TARGET-10-PANRDC-03A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.556575	16.794071
TARGET-10-PANRDC-03A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	9.877306	15.815515
TARGET-10-PANRWG-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.65558	16.811308
TARGET-10-PANRYM-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	11.059902	17.126987
TARGET-10-PANSBK-03B-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	9.506905	16.128704
TARGET-10-PANSBR-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.552615	17.262245
TARGET-10-PANSDA-04A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.700898	17.167446
TARGET-10-PANSDA-09A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.464407	17.1177
TARGET-10-PANSHK-04A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.914332	17.79895
TARGET-10-PANSHK-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.981874	17.930387
TARGET-10-PANSIA-09A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.985304	17.200756
TARGET-10-PANSPW-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.437779	17.441286
TARGET-10-PANSUL-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.957755	17.889746
TARGET-10-PANSXG-09A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.931856	17.299868
TARGET-10-PANTSM-04A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	9.499995	16.24072
TARGET-10-PANTSM-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.456663	17.49069
TARGET-10-PANTTZ-09B-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	UNKNOWN	9.453918	16.156015
TARGET-10-PANUHA-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.985361	17.939428
TARGET-10-PANUSN-03A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.806191	17.727356
TARGET-10-PANUSN-04A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	12.835297	6.6178713
TARGET-10-PANUUF-09A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.640459	16.68596
TARGET-10-PANWEZ-09B-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	9.502943	16.231367
TARGET-10-PANWHJ-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	11.017764	17.165516
TARGET-10-PANWHW-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.60044	17.15807
TARGET-10-PANWHW-09A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	9.396043	16.21946
TARGET-10-PANWVW-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.954809	17.149118
TARGET-10-PANWYH-09A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.765712	17.361717
TARGET-10-PANWYH-09B-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	9.562771	16.000008
TARGET-10-PANXDB-03A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.485307	17.227852
TARGET-10-PANXDR-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.701583	17.3508
TARGET-10-PANXPE-04A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	11.056803	17.201258
TARGET-10-PANYEJ-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	11.030497	17.20517
TARGET-10-PANYGB-04A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.195816	17.828949
TARGET-10-PANYYV-04A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	11.103387	17.1966
TARGET-10-PANYZE-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.788268	17.233662
TARGET-10-PANZPJ-09A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.372472	17.221716
TARGET-10-PANZXZ-03A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.620408	16.688047
TARGET-10-PAPACP-04A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.986069	17.092365
TARGET-10-PAPAGK-04A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.615691	17.69333
TARGET-10-PAPAGK-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.354191	17.56239
TARGET-10-PAPAIZ-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	11.120796	17.24445
TARGET-10-PAPAXK-09B-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	UNKNOWN	9.481469	16.205523
TARGET-10-PAPBCI-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.7879925	17.414633
TARGET-10-PAPBFN-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.97151	17.374847
TARGET-10-PAPBZK-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.751525	17.621223
TARGET-10-PAPDJM-04A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	11.111083	17.218489
TARGET-10-PAPDKJ-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.980403	17.933313
TARGET-10-PAPDUV-04A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	9.665781	16.304253
TARGET-10-PAPDUV-09A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.772144	17.194107
TARGET-10-PAPEAB-04A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	11.09756	17.12399
TARGET-10-PAPECF-04A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.979477	17.936026
TARGET-10-PAPECF-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.931431	17.903757
TARGET-10-PAPEFH-04A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.8805685	17.614588
TARGET-10-PAPEJN-04A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.991151	17.953594
TARGET-10-PAPEJN-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	11.004019	17.972925
TARGET-10-PAPESW-09A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	11.049919	17.13141
TARGET-10-PAPEWB-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.547171	17.36213
TARGET-10-PAPFWH-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.530602	17.144653
TARGET-10-PAPFXN-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	11.039757	17.16578
TARGET-10-PAPGFP-04A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.221554	17.981386
TARGET-10-PAPGFP-09A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.238604	17.981817
TARGET-10-PAPGGT-03A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.361767	17.417585
TARGET-10-PAPGNC-03A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.521038	17.176401
TARGET-10-PAPGYC-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.861405	17.286547
TARGET-10-PAPHEK-03A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	11.529546	9.419153
TARGET-10-PAPHGD-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.441268	17.452738
TARGET-10-PAPHJF-04A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.003202	18.130503
TARGET-10-PAPHJF-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	9.998763	18.136202
TARGET-10-PAPHMH-09A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.440671	16.130018
TARGET-10-PAPHPX-03B-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	9.416968	16.106094
TARGET-10-PAPHYN-09B-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	9.415708	16.134663
TARGET-10-PAPHZT-09B-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	9.53817	15.856783
TARGET-10-PAPIGX-09A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.6254	16.690722
TARGET-10-PAPIJM-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.939826	17.308117
TARGET-10-PAPIJM-09A-02R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	9.70093	16.334494
TARGET-10-PAPIRZ-09A-01R	Batch01	Batch	WU-TARGET-Batch01-STRANDED_RSEM_gene_count.2021-08-03_08-38-51.txt	ALL	10.191167	17.901867
TARGET-10-PAPISG-04A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	10.599032	17.200422
TARGET-10-PAPIYG-03B-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	UNKNOWN	9.4546585	16.173561
TARGET-10-PAPJHB-04A-02R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	10.800446	17.133389
TARGET-10-PAPJHB-09A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	10.759028	17.182854
TARGET-10-PAPJHR-09A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	10.980291	17.8555
TARGET-10-PAPJIB-04A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	10.954579	17.596945
TARGET-10-PAPJIB-09A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	11.0427885	17.366219
TARGET-10-PAPJXI-04A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	10.824092	17.266924
TARGET-10-PAPJXI-09A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	10.888594	17.340841
TARGET-10-PAPKNC-09A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	10.366586	17.534868
TARGET-10-PAPKNJ-09B-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	UNKNOWN	9.4621315	16.177061
TARGET-10-PAPLDL-03A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	10.886871	17.711052
TARGET-10-PAPLDL-04A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	10.925724	17.441639
TARGET-10-PAPLDM-04A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	11.081077	17.139904
TARGET-10-PAPLTZ-04A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	11.026689	17.950724
TARGET-10-PAPLTZ-09A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	10.991136	17.934277
TARGET-10-PAPLUG-09A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	10.980006	17.92116
TARGET-10-PAPMFI-04A-02R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	11.003477	17.956661
TARGET-10-PAPMVB-04A-02R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	10.995575	17.95941
TARGET-10-PAPMVB-09A-02R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	10.9922285	17.959583
TARGET-10-PAPMYD-03A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	10.020114	18.125546
TARGET-10-PAPNFY-03A-02R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	10.991108	17.202433
TARGET-10-PAPNFY-04A-02R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	11.090513	17.41621
TARGET-10-PAPNMY-04A-02R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	10.939155	17.331387
TARGET-10-PAPNMY-09A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	10.864434	17.159985
TARGET-10-PAPNNX-09A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	10.5601635	16.608295
TARGET-10-PAPNNX-09A-02R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	10.023149	16.119202
TARGET-10-PAPPGN-04A-02R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	10.5629225	17.475227
TARGET-10-PAPRCS-04A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	10.752285	17.52833
TARGET-10-PAPRCS-09A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	10.617965	17.36236
TARGET-10-PAPRFE-09A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	10.005046	18.124275
TARGET-10-PAPRMM-09B-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	UNKNOWN	9.406983	16.113441
TARGET-10-PAPSPG-04A-02R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	9.66999	16.2927
TARGET-10-PAPSPN-04A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	10.609086	17.441288
TARGET-10-PAPSPN-09A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	10.640068	17.321306
TARGET-10-PAPTAT-09B-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	UNKNOWN	9.424622	16.014343
TARGET-10-PAPTLM-09A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	10.020782	18.10638
TARGET-10-PAPVTA-04A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	11.100461	17.405432
TARGET-10-PAPVTA-09A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	10.887379	17.063131
TARGET-10-PAPVTA-09A-02R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	9.613769	16.29979
TARGET-10-PAPZNK-04A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	10.1992655	17.894156
TARGET-10-PAPZNK-09A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	10.186472	17.88693
TARGET-10-PAPZST-04A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	12.793543	6.5682664
TARGET-10-PAPZST-09A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	11.441667	9.54765
TARGET-10-PARAKF-09A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	10.996146	17.974579
TARGET-10-PARAPE-09B-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	UNKNOWN	9.456883	16.21086
TARGET-10-PARARJ-09A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	10.668792	17.272223
TARGET-10-PARASZ-09A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	1.0378369	5.1488175
TARGET-10-PARAYM-09A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	0.80198824	4.6064315
TARGET-10-PARBGL-09B-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	UNKNOWN	9.527345	16.19036
TARGET-10-PARBRK-04A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	11.101188	17.21788
TARGET-10-PARBVI-09A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	10.515235	17.125599
TARGET-10-PARBVI-09A-02R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	9.575984	16.329544
TARGET-10-PARCHB-03A-02R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	10.89913	17.539202
TARGET-10-PARCVM-03A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	0.533156	4.9229355
TARGET-10-PARDWE-03A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	10.433262	17.315273
TARGET-10-PARDWN-09B-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	UNKNOWN	9.464048	16.068909
TARGET-10-PAREGZ-09A-01R	Batch02	Batch	WU-TARGET-Batch02-STRANDED_RSEM_gene_count.2021-08-03_21-30-36.txt	ALL	2.0978186	4.5440965
