sample_id	original_column	file_project	platform	source_file	missing_fraction
TARGET-10-PATFWF-09A	TARGET-10-PATFWF-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-20-SJAML045739-09A.Detection.Pval	TARGET-20-SJAML045739-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-00-SJNORM018231-17A.5.Detection.Pval	TARGET-00-SJNORM018231-17A.5.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PANYHW-09A.Detection.Pval	TARGET-10-PANYHW-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-00-SJNORM016096-14A.4.Detection.Pval	TARGET-00-SJNORM016096-14A.4.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PAPGMC-09A.Detection.Pval	TARGET-10-PAPGMC-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL012427-09A.Detection.Pval	TARGET-15-SJMPAL012427-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-20-SJAML016570-09A.Detection.Pval	TARGET-20-SJAML016570-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PATGYH-09A.Detection.Pval	TARGET-10-PATGYH-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PATBGC-09A.Detection.Pval	TARGET-10-PATBGC-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-20-SJAML003322-09A.Detection.Pval	TARGET-20-SJAML003322-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-20-SJAML045736-09A.Detection.Pval	TARGET-20-SJAML045736-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PAPDCR-09A.Detection.Pval	TARGET-10-PAPDCR-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL012422-09A.Detection.Pval	TARGET-15-SJMPAL012422-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-20-SJAML045735-09A.Detection.Pval	TARGET-20-SJAML045735-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL040037-09A.Detection.Pval	TARGET-15-SJMPAL040037-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL016343-04A.2.Detection.Pval	TARGET-15-SJMPAL016343-04A.2.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PASJYI-09A.Detection.Pval	TARGET-10-PASJYI-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL043771-09A.Detection.Pval	TARGET-15-SJMPAL043771-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PATGWP-09A.Detection.Pval	TARGET-10-PATGWP-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PARTPW-09A.Detection.Pval	TARGET-10-PARTPW-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL012418-09A.2.Detection.Pval	TARGET-15-SJMPAL012418-09A.2.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PASHUP-09A.Detection.Pval	TARGET-10-PASHUP-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-00-SJNORM016314-17A.2.Detection.Pval	TARGET-00-SJNORM016314-17A.2.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL046472-09A.Detection.Pval	TARGET-15-SJMPAL046472-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PAPAWY-09A.Detection.Pval	TARGET-10-PAPAWY-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PATDKH-09A.Detection.Pval	TARGET-10-PATDKH-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PAPIGX-09A.Detection.Pval	TARGET-10-PAPIGX-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PASJJR-09A.Detection.Pval	TARGET-10-PASJJR-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL003414-04A.1.Detection.Pval	TARGET-15-SJMPAL003414-04A.1.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL016344-09A.Detection.Pval	TARGET-15-SJMPAL016344-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL046471-09A.3.Detection.Pval	TARGET-15-SJMPAL046471-09A.3.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL040024-09A.2.Detection.Pval	TARGET-15-SJMPAL040024-09A.2.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL012421-09A.Detection.Pval	TARGET-15-SJMPAL012421-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PAPEWV-09A.Detection.Pval	TARGET-10-PAPEWV-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-20-SJAML007112-09A.Detection.Pval	TARGET-20-SJAML007112-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL012420-09A.1.Detection.Pval	TARGET-15-SJMPAL012420-09A.1.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-00-SJNORM018231-17A.4.Detection.Pval	TARGET-00-SJNORM018231-17A.4.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-SJBALL004182-09A.3.Detection.Pval	TARGET-10-SJBALL004182-09A.3.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL040037-09A.2.Detection.Pval	TARGET-15-SJMPAL040037-09A.2.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PANKMB-09A.Detection.Pval	TARGET-10-PANKMB-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PASIIY-09A.Detection.Pval	TARGET-10-PASIIY-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-00-SJNORM054698-14A.3.Detection.Pval	TARGET-00-SJNORM054698-14A.3.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-00-SJNORM016314-17A.1.Detection.Pval	TARGET-00-SJNORM016314-17A.1.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-20-SJAML045741-09A.Detection.Pval	TARGET-20-SJAML045741-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL042793-09A.1.Detection.Pval	TARGET-15-SJMPAL042793-09A.1.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-00-SJNORM054698-14A.2.Detection.Pval	TARGET-00-SJNORM054698-14A.2.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-20-SJAML045734-09A.Detection.Pval	TARGET-20-SJAML045734-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PATHBG-09A.Detection.Pval	TARGET-10-PATHBG-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL016342-09A.Detection.Pval	TARGET-15-SJMPAL016342-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL046470-09A.Detection.Pval	TARGET-15-SJMPAL046470-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PATXKD-09A.Detection.Pval	TARGET-10-PATXKD-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PATGBY-09A.Detection.Pval	TARGET-10-PATGBY-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL040037-09A.1.Detection.Pval	TARGET-15-SJMPAL040037-09A.1.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PASWFN-09A.Detection.Pval	TARGET-10-PASWFN-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-20-SJAML007113-09A.Detection.Pval	TARGET-20-SJAML007113-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-20-SJAML045740-09A.Detection.Pval	TARGET-20-SJAML045740-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL040024-09A.3.Detection.Pval	TARGET-15-SJMPAL040024-09A.3.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PASFLK-09A.Detection.Pval	TARGET-10-PASFLK-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-20-SJAML003320-09A.Detection.Pval	TARGET-20-SJAML003320-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PARXLS-09A.Detection.Pval	TARGET-10-PARXLS-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL012420-09A.2.Detection.Pval	TARGET-15-SJMPAL012420-09A.2.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL016108-09A.Detection.Pval	TARGET-15-SJMPAL016108-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PATRGV-09A.Detection.Pval	TARGET-10-PATRGV-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-00-SJNORM018231-17A.1.Detection.Pval	TARGET-00-SJNORM018231-17A.1.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL046471-09A.2.Detection.Pval	TARGET-15-SJMPAL046471-09A.2.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PARSET-09A.Detection.Pval	TARGET-10-PARSET-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL012425-09A.3.Detection.Pval	TARGET-15-SJMPAL012425-09A.3.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PANYXC-09A.Detection.Pval	TARGET-10-PANYXC-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-00-SJNORM016096-14A.3.Detection.Pval	TARGET-00-SJNORM016096-14A.3.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL042793-09A.3.Detection.Pval	TARGET-15-SJMPAL042793-09A.3.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PASRMM-09A.Detection.Pval	TARGET-10-PASRMM-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL016340-09A.Detection.Pval	TARGET-15-SJMPAL016340-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL046466-09A.Detection.Pval	TARGET-15-SJMPAL046466-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PARAMR-09A.Detection.Pval	TARGET-10-PARAMR-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL016447-09A.2.Detection.Pval	TARGET-15-SJMPAL016447-09A.2.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-20-SJAML040268-09A.Detection.Pval	TARGET-20-SJAML040268-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL012417-09A.Detection.Pval	TARGET-15-SJMPAL012417-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PARMGY-09A.Detection.Pval	TARGET-10-PARMGY-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL012424-03A.2.Detection.Pval	TARGET-15-SJMPAL012424-03A.2.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PASHNK-09A.Detection.Pval	TARGET-10-PASHNK-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL012425-09A.1.Detection.Pval	TARGET-15-SJMPAL012425-09A.1.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL046470-09A.1.Detection.Pval	TARGET-15-SJMPAL046470-09A.1.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL016447-09A.1.Detection.Pval	TARGET-15-SJMPAL016447-09A.1.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PAPIGH-09A.Detection.Pval	TARGET-10-PAPIGH-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PANRIM-03A.Detection.Pval	TARGET-10-PANRIM-03A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL042793-09A.2.Detection.Pval	TARGET-15-SJMPAL042793-09A.2.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-SJBALL014146-09A.Detection.Pval	TARGET-10-SJBALL014146-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PANJRD-09A.Detection.Pval	TARGET-10-PANJRD-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-00-SJNORM016096-14A.2.Detection.Pval	TARGET-00-SJNORM016096-14A.2.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL040037-09A.3.Detection.Pval	TARGET-15-SJMPAL040037-09A.3.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-PARWPU-09A.Detection.Pval	TARGET-15-PARWPU-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-00-SJNORM016314-17A.5.Detection.Pval	TARGET-00-SJNORM016314-17A.5.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PASZEW-09A.Detection.Pval	TARGET-10-PASZEW-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL016448-09A.Detection.Pval	TARGET-15-SJMPAL016448-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-SJBALL004182-09A.2.Detection.Pval	TARGET-10-SJBALL004182-09A.2.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PAPGPJ-09A.Detection.Pval	TARGET-10-PAPGPJ-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PATCNI-09A.Detection.Pval	TARGET-10-PATCNI-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL046471-09A.Detection.Pval	TARGET-15-SJMPAL046471-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-SJBALL021816-09A.Detection.Pval	TARGET-10-SJBALL021816-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL016343-09A.Detection.Pval	TARGET-15-SJMPAL016343-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL046470-09A.2.Detection.Pval	TARGET-15-SJMPAL046470-09A.2.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-00-SJNORM016314-17A.4.Detection.Pval	TARGET-00-SJNORM016314-17A.4.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-00-SJNORM018231-17A.2.Detection.Pval	TARGET-00-SJNORM018231-17A.2.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PARPYJ-09A.Detection.Pval	TARGET-10-PARPYJ-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-20-SJAML045738-09A.Detection.Pval	TARGET-20-SJAML045738-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PAPHGD-09A.Detection.Pval	TARGET-10-PAPHGD-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL012424-03A.1.Detection.Pval	TARGET-15-SJMPAL012424-03A.1.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL046467-09A.Detection.Pval	TARGET-15-SJMPAL046467-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL012418-09A.1.Detection.Pval	TARGET-15-SJMPAL012418-09A.1.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-00-SJNORM054698-14A.1.Detection.Pval	TARGET-00-SJNORM054698-14A.1.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL040037-09A.4.Detection.Pval	TARGET-15-SJMPAL040037-09A.4.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-20-SJAML045742-09A.Detection.Pval	TARGET-20-SJAML045742-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PATKVD-09A.Detection.Pval	TARGET-10-PATKVD-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-00-SJNORM016314-17A.3.Detection.Pval	TARGET-00-SJNORM016314-17A.3.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL040024-09A.1.Detection.Pval	TARGET-15-SJMPAL040024-09A.1.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-SJALL040058-09A.Detection.Pval	TARGET-10-SJALL040058-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PASNTZ-09A.Detection.Pval	TARGET-10-PASNTZ-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-00-SJNORM016096-14A.1.Detection.Pval	TARGET-00-SJNORM016096-14A.1.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PARXMV-03A.Detection.Pval	TARGET-10-PARXMV-03A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PASRCV-09A.Detection.Pval	TARGET-10-PASRCV-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL016343-04A.1.Detection.Pval	TARGET-15-SJMPAL016343-04A.1.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-SJBALL004182-09A.1.Detection.Pval	TARGET-10-SJBALL004182-09A.1.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PARUEU-09A.Detection.Pval	TARGET-10-PARUEU-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PATALJ-09A.Detection.Pval	TARGET-10-PATALJ-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PAPEZX-09A.Detection.Pval	TARGET-10-PAPEZX-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL012418-09A.3.Detection.Pval	TARGET-15-SJMPAL012418-09A.3.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PASZJW-03A.Detection.Pval	TARGET-10-PASZJW-03A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL012419-09A.1.Detection.Pval	TARGET-15-SJMPAL012419-09A.1.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-20-SJAML045737-09A.Detection.Pval	TARGET-20-SJAML045737-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL016447-09A.3.Detection.Pval	TARGET-15-SJMPAL016447-09A.3.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
