sample_id	original_column	file_project	platform	source_file	missing_fraction
TARGET-10-PARTBP-09A.Detection.Pval	TARGET-10-PARTBP-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL012425-09A.2.Detection.Pval	TARGET-15-SJMPAL012425-09A.2.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-SJBALL004182-09A.Detection.Pval	TARGET-10-SJBALL004182-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PAPAJU-09A.Detection.Pval	TARGET-10-PAPAJU-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-15-SJMPAL046471-09A.1.Detection.Pval	TARGET-15-SJMPAL046471-09A.1.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PASJLN-09A.Detection.Pval	TARGET-10-PASJLN-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PANWPI-09A.Detection.Pval	TARGET-10-PANWPI-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-00-SJNORM018231-17A.3.Detection.Pval	TARGET-00-SJNORM018231-17A.3.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PAPDAU-09A.Detection.Pval	TARGET-10-PAPDAU-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-SJBALL014594-03A.Detection.Pval	TARGET-10-SJBALL014594-03A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-10-PATFWF-09A.Detection.Pval	TARGET-10-PATFWF-09A.Detection.Pval	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0
TARGET-52-PARECB-01A	TARGET-52-PARECB-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PASVDP-01A	TARGET-52-PASVDP-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAUFVP-01A	TARGET-52-PAUFVP-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PATAFT-01A	TARGET-52-PATAFT-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAWFWK-01A	TARGET-52-PAWFWK-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PARTKH-01A	TARGET-52-PARTKH-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAKHTL-01A	TARGET-52-PAKHTL-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PADWRZ-01A	TARGET-52-PADWRZ-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PATENH-01A	TARGET-52-PATENH-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAVDPR-01A	TARGET-52-PAVDPR-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PABKLN-01A	TARGET-52-PABKLN-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAVCKS-01A	TARGET-52-PAVCKS-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PASXNA-01A	TARGET-52-PASXNA-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PASDLA-01A	TARGET-52-PASDLA-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PATXKA-01A	TARGET-52-PATXKA-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PARRCL-01A	TARGET-52-PARRCL-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PARGRN-01A	TARGET-52-PARGRN-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PADYZI-01A	TARGET-52-PADYZI-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PASYNF-01A	TARGET-52-PASYNF-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAVYKD-01A	TARGET-52-PAVYKD-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAJMRB-01A	TARGET-52-PAJMRB-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAVVIT-01A	TARGET-52-PAVVIT-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PATYUA-01A	TARGET-52-PATYUA-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PATFZZ-01A	TARGET-52-PATFZZ-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAJLRA-01A	TARGET-52-PAJLRA-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAJNER-01A	TARGET-52-PAJNER-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PARKKN-01A	TARGET-52-PARKKN-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAKPEW-01A	TARGET-52-PAKPEW-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAUDPV-01A	TARGET-52-PAUDPV-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAREWI-01A	TARGET-52-PAREWI-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAUNPA-01A	TARGET-52-PAUNPA-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAKLYZ-01A	TARGET-52-PAKLYZ-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PASGCL-01A	TARGET-52-PASGCL-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAUCGJ-01A	TARGET-52-PAUCGJ-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PASNED-01A	TARGET-52-PASNED-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PARZBI-01A	TARGET-52-PARZBI-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAKTCT-01A	TARGET-52-PAKTCT-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PASABD-01A	TARGET-52-PASABD-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PASAMZ-01A	TARGET-52-PASAMZ-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PARUGK-01A	TARGET-52-PARUGK-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAUHAZ-01A	TARGET-52-PAUHAZ-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAWDGA-01A	TARGET-52-PAWDGA-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PATFXW-01A	TARGET-52-PATFXW-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAEHIP-01A	TARGET-52-PAEHIP-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PASRHU-01A	TARGET-52-PASRHU-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAJNFZ-01A	TARGET-52-PAJNFZ-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAUGYZ-01A	TARGET-52-PAUGYZ-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PASXGF-01A	TARGET-52-PASXGF-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PASILR-01A	TARGET-52-PASILR-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PARZRH-01A	TARGET-52-PARZRH-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PARIRN-01A	TARGET-52-PARIRN-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PARPFY-01A	TARGET-52-PARPFY-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PASZYE-01A	TARGET-52-PASZYE-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PASADZ-01A	TARGET-52-PASADZ-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PATBLF-01A	TARGET-52-PATBLF-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAJLWM-01A	TARGET-52-PAJLWM-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAWFBL-01A	TARGET-52-PAWFBL-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAJPHJ-01A	TARGET-52-PAJPHJ-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PASGGN-01A	TARGET-52-PASGGN-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PASWZZ-01A	TARGET-52-PASWZZ-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAJMBW-01A	TARGET-52-PAJMBW-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAVYDM-01A	TARGET-52-PAVYDM-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PASCDH-01A	TARGET-52-PASCDH-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAJNFP-01A	TARGET-52-PAJNFP-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PATXEE-01A	TARGET-52-PATXEE-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAVITI-01A	TARGET-52-PAVITI-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PATDVL-01A	TARGET-52-PATDVL-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAUEKW-01A	TARGET-52-PAUEKW-01A.Ave_Beta	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PARECB-01A.Detection.Pval	TARGET-52-PARECB-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PASVDP-01A.Detection.Pval	TARGET-52-PASVDP-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAUFVP-01A.Detection.Pval	TARGET-52-PAUFVP-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PATAFT-01A.Detection.Pval	TARGET-52-PATAFT-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAWFWK-01A.Detection.Pval	TARGET-52-PAWFWK-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PARTKH-01A.Detection.Pval	TARGET-52-PARTKH-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAKHTL-01A.Detection.Pval	TARGET-52-PAKHTL-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PADWRZ-01A.Detection.Pval	TARGET-52-PADWRZ-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PATENH-01A.Detection.Pval	TARGET-52-PATENH-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAVDPR-01A.Detection.Pval	TARGET-52-PAVDPR-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PABKLN-01A.Detection.Pval	TARGET-52-PABKLN-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAVCKS-01A.Detection.Pval	TARGET-52-PAVCKS-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PASXNA-01A.Detection.Pval	TARGET-52-PASXNA-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PASDLA-01A.Detection.Pval	TARGET-52-PASDLA-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PATXKA-01A.Detection.Pval	TARGET-52-PATXKA-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PARRCL-01A.Detection.Pval	TARGET-52-PARRCL-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PARGRN-01A.Detection.Pval	TARGET-52-PARGRN-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PADYZI-01A.Detection.Pval	TARGET-52-PADYZI-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PASYNF-01A.Detection.Pval	TARGET-52-PASYNF-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAVYKD-01A.Detection.Pval	TARGET-52-PAVYKD-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAJMRB-01A.Detection.Pval	TARGET-52-PAJMRB-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAVVIT-01A.Detection.Pval	TARGET-52-PAVVIT-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PATYUA-01A.Detection.Pval	TARGET-52-PATYUA-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PATFZZ-01A.Detection.Pval	TARGET-52-PATFZZ-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAJLRA-01A.Detection.Pval	TARGET-52-PAJLRA-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAJNER-01A.Detection.Pval	TARGET-52-PAJNER-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PARKKN-01A.Detection.Pval	TARGET-52-PARKKN-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAKPEW-01A.Detection.Pval	TARGET-52-PAKPEW-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAUDPV-01A.Detection.Pval	TARGET-52-PAUDPV-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAREWI-01A.Detection.Pval	TARGET-52-PAREWI-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAUNPA-01A.Detection.Pval	TARGET-52-PAUNPA-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAKLYZ-01A.Detection.Pval	TARGET-52-PAKLYZ-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PASGCL-01A.Detection.Pval	TARGET-52-PASGCL-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAUCGJ-01A.Detection.Pval	TARGET-52-PAUCGJ-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PASNED-01A.Detection.Pval	TARGET-52-PASNED-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PARZBI-01A.Detection.Pval	TARGET-52-PARZBI-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAKTCT-01A.Detection.Pval	TARGET-52-PAKTCT-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PASABD-01A.Detection.Pval	TARGET-52-PASABD-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PASAMZ-01A.Detection.Pval	TARGET-52-PASAMZ-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PARUGK-01A.Detection.Pval	TARGET-52-PARUGK-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAUHAZ-01A.Detection.Pval	TARGET-52-PAUHAZ-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAWDGA-01A.Detection.Pval	TARGET-52-PAWDGA-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PATFXW-01A.Detection.Pval	TARGET-52-PATFXW-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAEHIP-01A.Detection.Pval	TARGET-52-PAEHIP-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PASRHU-01A.Detection.Pval	TARGET-52-PASRHU-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAJNFZ-01A.Detection.Pval	TARGET-52-PAJNFZ-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAUGYZ-01A.Detection.Pval	TARGET-52-PAUGYZ-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PASXGF-01A.Detection.Pval	TARGET-52-PASXGF-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PASILR-01A.Detection.Pval	TARGET-52-PASILR-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PARZRH-01A.Detection.Pval	TARGET-52-PARZRH-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PARIRN-01A.Detection.Pval	TARGET-52-PARIRN-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PARPFY-01A.Detection.Pval	TARGET-52-PARPFY-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PASZYE-01A.Detection.Pval	TARGET-52-PASZYE-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PASADZ-01A.Detection.Pval	TARGET-52-PASADZ-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PATBLF-01A.Detection.Pval	TARGET-52-PATBLF-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAJLWM-01A.Detection.Pval	TARGET-52-PAJLWM-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAWFBL-01A.Detection.Pval	TARGET-52-PAWFBL-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAJPHJ-01A.Detection.Pval	TARGET-52-PAJPHJ-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PASGGN-01A.Detection.Pval	TARGET-52-PASGGN-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PASWZZ-01A.Detection.Pval	TARGET-52-PASWZZ-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAJMBW-01A.Detection.Pval	TARGET-52-PAJMBW-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAVYDM-01A.Detection.Pval	TARGET-52-PAVYDM-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PASCDH-01A.Detection.Pval	TARGET-52-PASCDH-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAJNFP-01A.Detection.Pval	TARGET-52-PAJNFP-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PATXEE-01A.Detection.Pval	TARGET-52-PATXEE-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAVITI-01A.Detection.Pval	TARGET-52-PAVITI-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PATDVL-01A.Detection.Pval	TARGET-52-PATDVL-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
TARGET-52-PAUEKW-01A.Detection.Pval	TARGET-52-PAUEKW-01A.Detection.Pval	TARGET-RT	EPIC	idat_sample_sheet_TARGET-RT__EPIC_beta.txt	0.0
