sample_id	original_column	file_project	platform	source_file	missing_fraction	UMAP1	UMAP2
TARGET-15-SJMPAL043771-09A	TARGET-15-SJMPAL043771-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.518163	3.0914595
TARGET-10-PATGWP-09A	TARGET-10-PATGWP-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.059475	2.408414
TARGET-10-PARTPW-09A	TARGET-10-PARTPW-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.31958	2.8399847
TARGET-15-SJMPAL012418-09A.2	TARGET-15-SJMPAL012418-09A.2.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	9.054206	3.5498044
TARGET-10-PASHUP-09A	TARGET-10-PASHUP-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.761757	2.519663
TARGET-00-SJNORM016314-17A.2	TARGET-00-SJNORM016314-17A.2.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.714891	3.1327639
TARGET-15-SJMPAL046472-09A	TARGET-15-SJMPAL046472-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	7.4502997	4.1748037
TARGET-10-PAPAWY-09A	TARGET-10-PAPAWY-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	9.030938	2.6175945
TARGET-10-PATDKH-09A	TARGET-10-PATDKH-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.152401	3.0670347
TARGET-10-PAPIGX-09A	TARGET-10-PAPIGX-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	7.8712626	3.022156
TARGET-10-PASJJR-09A	TARGET-10-PASJJR-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.476548	3.216765
TARGET-15-SJMPAL003414-04A.1	TARGET-15-SJMPAL003414-04A.1.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	9.259791	4.0932646
TARGET-15-SJMPAL016344-09A	TARGET-15-SJMPAL016344-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	9.369594	3.8428576
TARGET-15-SJMPAL046471-09A.3	TARGET-15-SJMPAL046471-09A.3.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	7.195399	2.9570723
TARGET-15-SJMPAL040024-09A.2	TARGET-15-SJMPAL040024-09A.2.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	7.5459175	3.5784342
TARGET-15-SJMPAL012421-09A	TARGET-15-SJMPAL012421-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	9.072606	3.9661362
TARGET-10-PAPEWV-09A	TARGET-10-PAPEWV-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.956631	2.6754541
TARGET-20-SJAML007112-09A	TARGET-20-SJAML007112-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	7.4706264	2.316459
TARGET-15-SJMPAL012420-09A.1	TARGET-15-SJMPAL012420-09A.1.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	9.102048	3.9505405
TARGET-00-SJNORM018231-17A.4	TARGET-00-SJNORM018231-17A.4.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	9.58522	2.3187044
TARGET-10-SJBALL004182-09A.3	TARGET-10-SJBALL004182-09A.3.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	7.4821544	4.173594
TARGET-15-SJMPAL040037-09A.2	TARGET-15-SJMPAL040037-09A.2.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	7.749856	2.958534
TARGET-10-PANKMB-09A	TARGET-10-PANKMB-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.108717	2.7348566
TARGET-10-PASIIY-09A	TARGET-10-PASIIY-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.482793	2.5100951
TARGET-00-SJNORM054698-14A.3	TARGET-00-SJNORM054698-14A.3.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.6651945	1.7611879
TARGET-00-SJNORM016314-17A.1	TARGET-00-SJNORM016314-17A.1.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	9.461931	3.8575983
TARGET-20-SJAML045741-09A	TARGET-20-SJAML045741-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	7.3857064	2.4132316
TARGET-15-SJMPAL042793-09A.1	TARGET-15-SJMPAL042793-09A.1.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	7.9670134	2.495247
TARGET-00-SJNORM054698-14A.2	TARGET-00-SJNORM054698-14A.2.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.651177	1.7621675
TARGET-20-SJAML045734-09A	TARGET-20-SJAML045734-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	10.509504	4.9589033
TARGET-10-PATHBG-09A	TARGET-10-PATHBG-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.41201	3.1145642
TARGET-15-SJMPAL016342-09A	TARGET-15-SJMPAL016342-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	9.649356	4.465688
TARGET-15-SJMPAL046470-09A	TARGET-15-SJMPAL046470-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	9.107871	3.121024
TARGET-10-PATXKD-09A	TARGET-10-PATXKD-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.402808	2.9633071
TARGET-10-PATGBY-09A	TARGET-10-PATGBY-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.394861	2.8121014
TARGET-15-SJMPAL040037-09A.1	TARGET-15-SJMPAL040037-09A.1.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	7.899478	2.9370437
TARGET-10-PASWFN-09A	TARGET-10-PASWFN-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.343668	2.9460373
TARGET-20-SJAML007113-09A	TARGET-20-SJAML007113-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	7.5857506	2.38887
TARGET-20-SJAML045740-09A	TARGET-20-SJAML045740-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	7.37974	2.380091
TARGET-15-SJMPAL040024-09A.3	TARGET-15-SJMPAL040024-09A.3.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	7.473719	3.7643068
TARGET-10-PASFLK-09A	TARGET-10-PASFLK-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.906157	3.540822
TARGET-20-SJAML003320-09A	TARGET-20-SJAML003320-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.055626	3.7812665
TARGET-10-PARXLS-09A	TARGET-10-PARXLS-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.420666	2.4338171
TARGET-15-SJMPAL012420-09A.2	TARGET-15-SJMPAL012420-09A.2.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	9.213812	3.9799447
TARGET-15-SJMPAL016108-09A	TARGET-15-SJMPAL016108-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.874976	3.7324026
TARGET-10-PATRGV-09A	TARGET-10-PATRGV-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.814256	2.7138178
TARGET-00-SJNORM018231-17A.1	TARGET-00-SJNORM018231-17A.1.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	9.501997	2.2211294
TARGET-15-SJMPAL046471-09A.2	TARGET-15-SJMPAL046471-09A.2.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	7.145854	2.8922017
TARGET-10-PARSET-09A	TARGET-10-PARSET-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	7.9761214	2.908134
TARGET-15-SJMPAL012425-09A.3	TARGET-15-SJMPAL012425-09A.3.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	9.03017	4.338785
TARGET-10-PANYXC-09A	TARGET-10-PANYXC-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.935528	2.4774094
TARGET-00-SJNORM016096-14A.3	TARGET-00-SJNORM016096-14A.3.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.596472	1.8478467
TARGET-15-SJMPAL042793-09A.3	TARGET-15-SJMPAL042793-09A.3.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	7.812685	2.572778
TARGET-10-PASRMM-09A	TARGET-10-PASRMM-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.240985	2.6493373
TARGET-15-SJMPAL016340-09A	TARGET-15-SJMPAL016340-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	9.166921	3.9038398
TARGET-15-SJMPAL046466-09A	TARGET-15-SJMPAL046466-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	7.5726247	3.8652864
TARGET-10-PARAMR-09A	TARGET-10-PARAMR-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.490968	3.0828288
TARGET-15-SJMPAL016447-09A.2	TARGET-15-SJMPAL016447-09A.2.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	7.8166494	2.0294845
TARGET-20-SJAML040268-09A	TARGET-20-SJAML040268-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	7.845607	3.093626
TARGET-15-SJMPAL012417-09A	TARGET-15-SJMPAL012417-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	9.521094	4.202206
TARGET-10-PARMGY-09A	TARGET-10-PARMGY-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.184016	2.9339604
TARGET-15-SJMPAL012424-03A.2	TARGET-15-SJMPAL012424-03A.2.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	9.3107195	4.0609584
TARGET-10-PASHNK-09A	TARGET-10-PASHNK-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.396111	2.554995
TARGET-15-SJMPAL012425-09A.1	TARGET-15-SJMPAL012425-09A.1.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	9.02315	4.3138237
TARGET-15-SJMPAL046470-09A.1	TARGET-15-SJMPAL046470-09A.1.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	9.069479	3.100876
TARGET-15-SJMPAL016447-09A.1	TARGET-15-SJMPAL016447-09A.1.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	7.802162	2.071009
TARGET-10-PAPIGH-09A	TARGET-10-PAPIGH-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	9.075348	2.4844449
TARGET-10-PANRIM-03A	TARGET-10-PANRIM-03A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.055893	2.518032
TARGET-15-SJMPAL042793-09A.2	TARGET-15-SJMPAL042793-09A.2.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	7.8099465	2.6071975
TARGET-10-SJBALL014146-09A	TARGET-10-SJBALL014146-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.288649	2.7072084
TARGET-10-PANJRD-09A	TARGET-10-PANJRD-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	7.9953737	3.0903633
TARGET-00-SJNORM016096-14A.2	TARGET-00-SJNORM016096-14A.2.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.636449	2.8341084
TARGET-15-SJMPAL040037-09A.3	TARGET-15-SJMPAL040037-09A.3.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	7.615809	3.2435434
TARGET-15-PARWPU-09A	TARGET-15-PARWPU-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.891561	3.6405008
TARGET-00-SJNORM016314-17A.5	TARGET-00-SJNORM016314-17A.5.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	9.449563	2.8899698
TARGET-10-PASZEW-09A	TARGET-10-PASZEW-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.387387	2.4647546
TARGET-15-SJMPAL016448-09A	TARGET-15-SJMPAL016448-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.591962	3.1973798
TARGET-10-SJBALL004182-09A.2	TARGET-10-SJBALL004182-09A.2.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	7.4702177	4.146247
TARGET-10-PAPGPJ-09A	TARGET-10-PAPGPJ-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.478294	3.3081076
TARGET-10-PATCNI-09A	TARGET-10-PATCNI-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.3997	2.5105467
TARGET-15-SJMPAL046471-09A	TARGET-15-SJMPAL046471-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	7.1489267	2.898282
TARGET-10-SJBALL021816-09A	TARGET-10-SJBALL021816-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	7.8678927	2.5366123
TARGET-15-SJMPAL016343-09A	TARGET-15-SJMPAL016343-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	9.69829	4.652168
TARGET-15-SJMPAL046470-09A.2	TARGET-15-SJMPAL046470-09A.2.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	9.027153	3.0344422
TARGET-00-SJNORM016314-17A.4	TARGET-00-SJNORM016314-17A.4.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	9.225091	2.8629231
TARGET-00-SJNORM018231-17A.2	TARGET-00-SJNORM018231-17A.2.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	9.573421	2.2891715
TARGET-10-PARPYJ-09A	TARGET-10-PARPYJ-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	9.060609	3.3428261
TARGET-20-SJAML045738-09A	TARGET-20-SJAML045738-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	7.5420227	3.1142702
TARGET-10-PAPHGD-09A	TARGET-10-PAPHGD-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.264369	3.193972
TARGET-15-SJMPAL012424-03A.1	TARGET-15-SJMPAL012424-03A.1.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	9.131757	4.1702747
TARGET-15-SJMPAL046467-09A	TARGET-15-SJMPAL046467-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	7.6181126	3.6591492
TARGET-15-SJMPAL012418-09A.1	TARGET-15-SJMPAL012418-09A.1.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	9.286641	3.913543
TARGET-00-SJNORM054698-14A.1	TARGET-00-SJNORM054698-14A.1.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.653638	1.7781345
TARGET-15-SJMPAL040037-09A.4	TARGET-15-SJMPAL040037-09A.4.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	7.9380984	3.7391098
TARGET-20-SJAML045742-09A	TARGET-20-SJAML045742-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.2701645	3.3996823
TARGET-10-PATKVD-09A	TARGET-10-PATKVD-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.8144	2.3703263
TARGET-00-SJNORM016314-17A.3	TARGET-00-SJNORM016314-17A.3.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	9.555583	3.5975819
TARGET-15-SJMPAL040024-09A.1	TARGET-15-SJMPAL040024-09A.1.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	7.4960546	3.593138
TARGET-10-SJALL040058-09A	TARGET-10-SJALL040058-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	7.744627	2.8066113
TARGET-10-PASNTZ-09A	TARGET-10-PASNTZ-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.063175	2.2695026
TARGET-00-SJNORM016096-14A.1	TARGET-00-SJNORM016096-14A.1.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.221922	2.7111964
TARGET-10-PARXMV-03A	TARGET-10-PARXMV-03A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.210449	2.7112038
TARGET-10-PASRCV-09A	TARGET-10-PASRCV-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.453957	2.2729988
TARGET-15-SJMPAL016343-04A.1	TARGET-15-SJMPAL016343-04A.1.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.953769	3.8017488
TARGET-10-SJBALL004182-09A.1	TARGET-10-SJBALL004182-09A.1.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	7.520173	4.2141514
TARGET-10-PARUEU-09A	TARGET-10-PARUEU-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.172731	2.7657757
TARGET-10-PATALJ-09A	TARGET-10-PATALJ-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.656033	2.9909034
TARGET-10-PAPEZX-09A	TARGET-10-PAPEZX-09A.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	9.10491	2.4590127
TARGET-15-SJMPAL012418-09A.3	TARGET-15-SJMPAL012418-09A.3.Ave_Beta	TARGET-ALL-P3	EPIC	idat_sample_sheet_TARGET-ALL-P3__EPIC_beta.txt	0.0	8.657538	3.5910175
