id	filename	md5	size	state
1f3dd01d-842e-4f21-a5f7-3bf7a0acf187	989be8ad-bf70-41f1-90cf-c6ead96968c4.rna_seq.augmented_star_gene_counts.tsv	80f064ae3ebcedd23df5d0c27c3a859a	4221409	released
d8aa0d1d-0079-4e94-b6df-429fdb66eac1	c8971360-24ec-4ff9-a4ab-9a5461135f04.rna_seq.augmented_star_gene_counts.tsv	fbef6261181c5e8cd7183c31a312cc36	4219557	released
e27ddf56-65c9-415e-af10-c4226b5f834a	494836c7-3c80-4bae-9561-45cc18f4ff10.rna_seq.augmented_star_gene_counts.tsv	669cc2daadf2e7c30ebc04d569105c95	4214940	released
5324e2c9-9c3f-49af-8257-22c321c685e7	3d293a88-f087-4cb9-abb4-3b4808a95ca1.rna_seq.augmented_star_gene_counts.tsv	a19d100155290b6088a5140a26de221e	4224009	released
48ca9c51-88b9-44e6-b4bc-137570c4f96a	78e28bbb-08e8-4c2f-a7a8-50a7aea3e945.rna_seq.augmented_star_gene_counts.tsv	28ba5f25841cdf633ea0443c4382c6b9	4218806	released
fb089503-eab4-497a-8191-3d737bf8e638	50247d28-71cf-423e-b9fd-725e91d8146a.rna_seq.augmented_star_gene_counts.tsv	fb24ad4f2db1e35182f0be4f3ef09ab7	4223291	released
a372f2c6-ef56-4861-8f56-71b494ba3c82	462d10bc-6cd3-48d9-8d93-1f4e2e2b4106.rna_seq.augmented_star_gene_counts.tsv	d29a8e5df4ec969f8728aed493e37960	4216419	released
dde0cc64-fe64-4a5e-889b-02bf9046ac5a	da3e2b3e-c7fa-41fb-afc8-3c5e727693fb.rna_seq.augmented_star_gene_counts.tsv	ce338455bf1734239f88751b0e573f2f	4214427	released
f47a84b8-0ce8-4ae6-8303-b124f592506f	8fdcc817-33d3-4c0c-a4e0-0c6e1d310dc3.rna_seq.augmented_star_gene_counts.tsv	834186fed31f2aa4b8bc3a0e7530291c	4214319	released
176bae20-55cf-44e4-8417-57c7a7e71be3	91c50044-9f76-450e-b585-84f613bd3e3c.rna_seq.augmented_star_gene_counts.tsv	9ca69e06aca63af356c0b5df4d694964	4215444	released
4fd10eaf-c1bb-4b97-8314-1183e1f1e330	a02b42bb-1165-4e49-a1ec-2b3022bbe0c7.rna_seq.augmented_star_gene_counts.tsv	49249857db414fb1bb4ec5cbeef46f8b	4232711	released
66e0608e-f689-4c2d-b172-53b7eed90606	46594ab1-7bc7-4eca-957e-d2b201ed6f40.rna_seq.augmented_star_gene_counts.tsv	de4d0e7d03873cee33a95ecb8797dbe4	4210635	released
0ce779c5-3b41-45e9-a66b-bcb5e5e0eedb	5642b796-d7c3-4643-9bf5-772178bb35d0.rna_seq.augmented_star_gene_counts.tsv	b2b82596ff31150071959564f77d476f	4225283	released
f0859c93-8d7f-404a-a58b-6a380153aff8	b42604d0-7f16-4bb1-a8e6-c842ce126c94.rna_seq.augmented_star_gene_counts.tsv	47ce496b18d91ad3e69c5e58e263edd5	4230964	released
