gene_id	gene_symbol	log_cpm_variance
ENSG00000167191.12	GPRC5B	11.69957916493334
ENSG00000110848.8	CD69	11.66738481048569
ENSG00000181449.4	SOX2	11.66450273312922
ENSG00000084636.18	COL16A1	11.658843252547005
ENSG00000105369.9	CD79A	11.46167244986126
ENSG00000078018.19	MAP2	11.447552584940096
ENSG00000129824.16	RPS4Y1	11.388343720679085
ENSG00000116729.14	WLS	11.366988519061001
ENSG00000100234.11	TIMP3	11.313136716305126
ENSG00000135744.8	AGT	11.268983866813329
ENSG00000166165.13	CKB	11.236136552411356
ENSG00000125730.16	C3	11.172197628792912
ENSG00000198732.10	SMOC1	11.1276683944846
ENSG00000133048.13	CHI3L1	11.055924102946383
ENSG00000006118.14	TMEM132A	11.027388942970436
ENSG00000196684.12	HSH2D	11.010271452514466
ENSG00000162706.13	CADM3	10.98855198293028
ENSG00000129244.9	ATP1B2	10.858281506767202
ENSG00000122025.14	FLT3	10.852702811613696
ENSG00000163531.15	NFASC	10.84900410947863
ENSG00000163554.14	SPTA1	10.848633549552305
ENSG00000172379.21	ARNT2	10.818765767177355
ENSG00000074370.18	ATP2A3	10.760902045689066
ENSG00000125398.8	SOX9	10.739256543579186
ENSG00000134853.12	PDGFRA	10.739251278575903
ENSG00000160307.10	S100B	10.708056003943575
ENSG00000078549.14	ADCYAP1R1	10.678062572744423
ENSG00000090382.6	LYZ	10.668182886408596
ENSG00000172201.12	ID4	10.6512906362933
ENSG00000169604.19	ANTXR1	10.6227822029268
ENSG00000168077.14	SCARA3	10.558428537429334
ENSG00000115266.11	APC2	10.557566286862903
ENSG00000091129.20	NRCAM	10.554900303302139
ENSG00000070087.14	PFN2	10.432324721811613
ENSG00000136002.18	ARHGEF4	10.370968982183896
ENSG00000133083.14	DCLK1	10.370651182259202
ENSG00000152137.6	HSPB8	10.320700569718753
ENSG00000163430.12	FSTL1	10.294184625126432
ENSG00000170476.15	MZB1	10.292889207115937
ENSG00000092096.16	SLC22A17	10.290687250180925
ENSG00000018236.15	CNTN1	10.287669516472086
ENSG00000141756.18	FKBP10	10.282916935678008
ENSG00000165795.23	NDRG2	10.281463840746689
ENSG00000049540.17	ELN	10.272987235670643
ENSG00000157103.12	SLC6A1	10.27038106166322
ENSG00000137726.17	FXYD6	10.253420444059065
ENSG00000018408.14	WWTR1	10.16802805531831
ENSG00000242265.5	PEG10	10.149559722976688
ENSG00000104067.16	TJP1	10.147794877022713
ENSG00000145362.18	ANK2	10.127043730891337
ENSG00000116147.17	TNR	10.09406763379149
ENSG00000197471.12	SPN	10.078974423135746
ENSG00000154096.13	THY1	10.017180309034755
ENSG00000185565.12	LSAMP	10.016783149076618
ENSG00000240184.7	PCDHGC3	9.97770272542528
ENSG00000151914.20	DST	9.939082926679543
ENSG00000101210.12	EEF1A2	9.933041726133787
ENSG00000147862.17	NFIB	9.923914199452245
ENSG00000155980.12	KIF5A	9.917087206479172
ENSG00000196565.15	HBG2	9.901009099999987
ENSG00000173546.7	CSPG4	9.888321222983357
ENSG00000117519.16	CNN3	9.873461085495505
ENSG00000168280.17	KIF5C	9.817839888323721
ENSG00000011465.17	DCN	9.81543314764395
ENSG00000083857.14	FAT1	9.807978362641721
ENSG00000142173.15	COL6A2	9.789853915225143
ENSG00000114374.13	USP9Y	9.783729029261783
ENSG00000272398.6	CD24	9.732561545130663
ENSG00000154277.12	UCHL1	9.697498204312044
ENSG00000223802.7	CERS1	9.697450065114612
ENSG00000146122.17	DAAM2	9.694339685747325
ENSG00000179314.14	WSCD1	9.686503514361915
ENSG00000136573.14	BLK	9.669658303351776
ENSG00000134817.10	APLNR	9.666640569483851
ENSG00000005513.10	SOX8	9.658672499459437
ENSG00000141639.12	MAPK4	9.654719469089468
ENSG00000067840.12	PDZD4	9.63144892213325
ENSG00000133454.15	MYO18B	9.62359614262161
ENSG00000186868.15	MAPT	9.611842309899272
ENSG00000167614.13	TTYH1	9.605234696550019
ENSG00000149557.13	FEZ1	9.589206945712288
ENSG00000198300.14	PEG3	9.57670246436775
ENSG00000128591.15	FLNC	9.566991374181317
ENSG00000105290.12	APLP1	9.5578031672715
ENSG00000108405.4	P2RX1	9.546657553527828
ENSG00000012124.17	CD22	9.514331021125853
ENSG00000007312.12	CD79B	9.505198225258003
ENSG00000101144.13	BMP7	9.485101631976072
ENSG00000133742.13	CA1	9.484387354012759
ENSG00000170075.9	GPR37L1	9.47761746902639
ENSG00000063660.9	GPC1	9.449193668733296
ENSG00000105855.10	ITGB8	9.43801259319909
ENSG00000158578.21	ALAS2	9.41827190025898
ENSG00000240694.9	PNMA2	9.403415015556147
ENSG00000137693.14	YAP1	9.37776637126487
ENSG00000184221.13	OLIG1	9.360627427613196
ENSG00000080573.7	COL5A3	9.345612828494547
ENSG00000177469.13	CAVIN1	9.33711540094341
ENSG00000087258.15	GNAO1	9.304804898038924
ENSG00000021300.14	PLEKHB1	9.276728135455182
ENSG00000177807.10	KCNJ10	9.261857257017839
ENSG00000189058.9	APOD	9.258258692020666
ENSG00000185818.7	NAT8L	9.241043735336246
ENSG00000107317.13	PTGDS	9.209975970992527
ENSG00000185686.18	PRAME	9.196481017368512
ENSG00000153064.12	BANK1	9.170056690240203
ENSG00000113594.10	LIFR	9.154807147409304
ENSG00000175745.14	NR2F1	9.143314243756427
ENSG00000135472.9	FAIM2	9.139096018627408
ENSG00000159217.10	IGF2BP1	9.13586054272566
ENSG00000142871.17	CCN1	9.11792310811916
ENSG00000050820.17	BCAR1	9.096031040314266
ENSG00000165443.12	PHYHIPL	9.09142174935811
ENSG00000104833.12	TUBB4A	9.074238027325872
ENSG00000115232.14	ITGA4	9.010127439389477
ENSG00000182272.12	B4GALNT4	9.007939963686923
ENSG00000131771.14	PPP1R1B	8.981936301429258
ENSG00000060718.22	COL11A1	8.955327766427045
ENSG00000061676.15	NCKAP1	8.939698356578969
ENSG00000078114.18	NEBL	8.93883378614368
ENSG00000100842.13	EFS	8.93691550990634
ENSG00000165478.7	HEPACAM	8.929570295057895
ENSG00000134121.10	CHL1	8.892535786681691
ENSG00000100167.20	SEPT3	8.889424660833392
ENSG00000182175.14	RGMA	8.886212011599726
ENSG00000069535.14	MAOB	8.873243048589309
ENSG00000103034.14	NDRG4	8.855875306463743
ENSG00000139970.17	RTN1	8.8512752346031
ENSG00000125740.14	FOSB	8.850827039693636
ENSG00000157851.17	DPYSL5	8.848083970746108
ENSG00000005961.18	ITGA2B	8.8457511933464
ENSG00000198914.3	POU3F3	8.82331875806555
ENSG00000153404.14	PLEKHG4B	8.801923231641537
ENSG00000068078.18	FGFR3	8.771648757311866
ENSG00000227051.6	C14orf132	8.769632224325134
ENSG00000075043.18	KCNQ2	8.767672895301216
ENSG00000137573.14	SULF1	8.763230602660844
ENSG00000120251.20	GRIA2	8.762399431500569
ENSG00000046653.15	GPM6B	8.756846197049434
ENSG00000173200.13	PARP15	8.732177057995752
ENSG00000100427.15	MLC1	8.72783061907606
ENSG00000182985.17	CADM1	8.725848685319999
ENSG00000109956.13	B3GAT1	8.703751473144514
ENSG00000077942.19	FBLN1	8.695555198037342
ENSG00000284931.1	AC104389.5	8.688054783071847
ENSG00000185630.18	PBX1	8.673302737877945
ENSG00000099194.6	SCD	8.667257063664454
ENSG00000147027.4	TMEM47	8.666264676180445
ENSG00000198753.12	PLXNB3	8.659544908991998
ENSG00000075461.6	CACNG4	8.64402068475642
ENSG00000121753.12	ADGRB2	8.64036032470864
ENSG00000130558.19	OLFM1	8.639800312029594
ENSG00000146005.4	PSD2	8.63712238773862
ENSG00000121653.11	MAPK8IP1	8.622835871063634
ENSG00000176887.7	SOX11	8.604391314176768
ENSG00000152192.8	POU4F1	8.600538273986606
ENSG00000152377.14	SPOCK1	8.586730219811471
ENSG00000128322.7	IGLL1	8.575544270128072
ENSG00000144857.14	BOC	8.565765557563756
ENSG00000124440.15	HIF3A	8.55786394756789
ENSG00000105088.8	OLFM2	8.557513022775463
ENSG00000185559.16	DLK1	8.554823361217954
ENSG00000156738.17	MS4A1	8.53728602179048
ENSG00000164176.13	EDIL3	8.537101244945992
ENSG00000122786.20	CALD1	8.534264465789093
ENSG00000144908.13	ALDH1L1	8.52816585508712
ENSG00000105426.16	PTPRS	8.516170960216058
ENSG00000088367.22	EPB41L1	8.509032617807366
ENSG00000169429.11	CXCL8	8.50726830991632
ENSG00000170558.9	CDH2	8.495414977137974
ENSG00000107186.16	MPDZ	8.493977626271281
ENSG00000103855.18	CD276	8.493067953120145
ENSG00000124006.15	OBSL1	8.476766528148397
ENSG00000165566.12	AMER2	8.471601213311493
ENSG00000185811.19	IKZF1	8.469997399318713
ENSG00000064042.18	LIMCH1	8.438213787252806
ENSG00000171724.3	VAT1L	8.437741440798582
ENSG00000132970.13	WASF3	8.435870247025244
ENSG00000087250.8	MT3	8.415522845602913
ENSG00000153904.20	DDAH1	8.415101545172412
ENSG00000146674.15	IGFBP3	8.39649268202072
ENSG00000172380.6	GNG12	8.394140197043653
ENSG00000139910.20	NOVA1	8.38963663367353
ENSG00000123989.14	CHPF	8.37545125572101
ENSG00000152092.16	ASTN1	8.371424555962324
ENSG00000137801.10	THBS1	8.370852297644811
ENSG00000172020.12	GAP43	8.364036135894633
ENSG00000102109.9	PCSK1N	8.355763338398333
ENSG00000102024.18	PLS3	8.340316232171249
ENSG00000172037.14	LAMB2	8.312344187150138
ENSG00000114019.14	AMOTL2	8.305540658905853
ENSG00000187079.17	TEAD1	8.304454347550406
ENSG00000162545.6	CAMK2N1	8.302554056148358
ENSG00000072195.15	SPEG	8.296766226948188
ENSG00000169783.12	LINGO1	8.282065646604195
ENSG00000116133.13	DHCR24	8.26117242410062
ENSG00000100146.17	SOX10	8.231826553210347
ENSG00000132639.12	SNAP25	8.226116235996221
ENSG00000224389.9	C4B	8.211943522422045
ENSG00000112769.19	LAMA4	8.20616311621467
ENSG00000204128.6	C2orf72	8.205503643381968
ENSG00000163873.10	GRIK3	8.19800090878416
ENSG00000116132.12	PRRX1	8.188555072719597
ENSG00000136286.16	MYO1G	8.17678744966539
ENSG00000165238.16	WNK2	8.161235473589423
ENSG00000130226.17	DPP6	8.156985724763306
ENSG00000115380.20	EFEMP1	8.145686536723112
ENSG00000146648.18	EGFR	8.14394669834163
ENSG00000145284.12	SCD5	8.128215650323275
ENSG00000166833.21	NAV2	8.126711713937201
ENSG00000258947.7	TUBB3	8.125600417815821
ENSG00000164929.17	BAALC	8.10234064685645
ENSG00000100095.19	SEZ6L	8.099299782742504
ENSG00000133110.15	POSTN	8.091363023216823
ENSG00000135919.13	SERPINE2	8.084175928717587
ENSG00000162733.18	DDR2	8.078176675876396
ENSG00000188153.13	COL4A5	8.049297805524914
ENSG00000137491.14	SLCO2B1	8.049240087520685
ENSG00000255690.2	TRIL	8.041215591432469
ENSG00000104112.9	SCG3	8.032780631054917
ENSG00000015413.9	DPEP1	8.027093051842499
ENSG00000132465.11	JCHAIN	8.014369077291123
ENSG00000114646.10	CSPG5	8.005588569238089
ENSG00000205927.5	OLIG2	8.002037227769245
ENSG00000087245.13	MMP2	7.998728123975131
ENSG00000110799.13	VWF	7.996019378584048
ENSG00000074657.13	ZNF532	7.995581407302532
ENSG00000113578.18	FGF1	7.992343366628714
ENSG00000106236.4	NPTX2	7.990806175485326
ENSG00000163359.15	COL6A3	7.986463787842801
ENSG00000167654.18	ATCAY	7.985791949367064
ENSG00000110092.3	CCND1	7.975742787262637
ENSG00000164199.18	ADGRV1	7.975655948926192
ENSG00000134569.10	LRP4	7.973953025332063
ENSG00000102038.15	SMARCA1	7.959710919002562
ENSG00000140937.14	CDH11	7.957718058740535
ENSG00000156298.12	TSPAN7	7.946752796662471
ENSG00000072832.14	CRMP1	7.9460364123369205
ENSG00000078295.16	ADCY2	7.930601071769934
ENSG00000204580.13	DDR1	7.92580691200161
ENSG00000140538.16	NTRK3	7.9231588595780185
ENSG00000155511.18	GRIA1	7.922716330142384
ENSG00000152977.10	ZIC1	7.916716065061748
ENSG00000172995.16	ARPP21	7.913096330662808
ENSG00000101439.9	CST3	7.912186159575202
ENSG00000135424.16	ITGA7	7.910332950136945
ENSG00000066468.22	FGFR2	7.901855666229444
ENSG00000111961.18	SASH1	7.896179252789799
ENSG00000136235.16	GPNMB	7.890025333395149
ENSG00000166681.13	BEX3	7.884335225120232
ENSG00000112902.12	SEMA5A	7.870200390205684
ENSG00000131409.13	LRRC4B	7.863255342476245
ENSG00000107130.10	NCS1	7.862988505428444
ENSG00000182162.11	P2RY8	7.859596905552562
ENSG00000182162.11_PAR_Y	P2RY8	7.859596905552562
ENSG00000182103.5	FAM181B	7.8457868711320415
ENSG00000129946.10	SHC2	7.84053227109141
ENSG00000006210.7	CX3CL1	7.834374512091941
ENSG00000099725.14	PRKY	7.826876754363381
ENSG00000182253.14	SYNM	7.813301517389616
ENSG00000085733.16	CTTN	7.809896190142472
ENSG00000091136.14	LAMB1	7.784100171496803
ENSG00000105696.9	AC003112.1	7.780764386865917
ENSG00000153707.17	PTPRD	7.776893293099319
ENSG00000114923.17	SLC4A3	7.757546631107705
ENSG00000074181.9	NOTCH3	7.748199291004806
ENSG00000136193.17	SCRN1	7.743630382384435
ENSG00000179583.19	CIITA	7.7323798958883385
ENSG00000106078.19	COBL	7.724885741442417
ENSG00000132470.14	ITGB4	7.722701061149522
ENSG00000198771.11	RCSD1	7.722043771452649
ENSG00000157087.20	ATP2B2	7.705660615001366
ENSG00000105767.3	CADM4	7.703304645420475
ENSG00000048540.15	LMO3	7.702894238487667
ENSG00000143248.13	RGS5	7.7016658487467256
ENSG00000169855.20	ROBO1	7.696785254599817
ENSG00000150551.10	LYPD1	7.695841476919991
ENSG00000143153.12	ATP1B1	7.691608629221906
ENSG00000170390.16	DCLK2	7.685953215448402
ENSG00000204262.14	COL5A2	7.665779090304867
ENSG00000170500.12	LONRF2	7.636043964271314
ENSG00000076706.17	AP002956.1	7.620328392835721
ENSG00000171951.5	SCG2	7.618043476376322
ENSG00000168685.15	IL7R	7.615193597579852
ENSG00000150471.16	ADGRL3	7.59870137779882
ENSG00000136167.14	LCP1	7.591054035262992
ENSG00000130508.11	PXDN	7.589860849643407
ENSG00000136160.17	EDNRB	7.589679626036852
ENSG00000100505.13	TRIM9	7.575183915053224
ENSG00000183166.11	CALN1	7.556434581395719
ENSG00000171533.11	MAP6	7.55158483372995
ENSG00000134874.17	DZIP1	7.545000042533796
ENSG00000159713.11	TPPP3	7.54129380605657
ENSG00000114115.9	RBP1	7.539769326099449
ENSG00000006468.14	ETV1	7.535727363016992
ENSG00000188643.11	S100A16	7.531529372665656
ENSG00000162407.9	PLPP3	7.5274100229439025
ENSG00000139329.5	LUM	7.518033679906835
ENSG00000038427.16	VCAN	7.512951817195164
ENSG00000152578.13	GRIA4	7.511202664373024
ENSG00000118523.6	CCN2	7.510428653545513
ENSG00000152952.12	PLOD2	7.5053319067155515
ENSG00000123384.13	LRP1	7.4923680009999964
ENSG00000138650.9	PCDH10	7.468224623044965
ENSG00000111783.12	RFX4	7.4656361050452
ENSG00000186340.15	THBS2	7.464991590586506
ENSG00000148082.10	SHC3	7.462163822076007
ENSG00000101203.16	COL20A1	7.460391387761634
ENSG00000131094.4	C1QL1	7.438028723076288
ENSG00000223609.11	HBD	7.429509915679158
ENSG00000064787.13	BCAS1	7.40668469533637
ENSG00000168461.13	RAB31	7.382197821431154
ENSG00000108387.14	SEPT4	7.3820534604493115
ENSG00000060558.3	GNA15	7.375135916043673
ENSG00000164683.17	HEY1	7.366435647429247
ENSG00000130635.15	COL5A1	7.328621993767995
ENSG00000158258.16	CLSTN2	7.326584161590998
ENSG00000076344.16	RGS11	7.319319168874211
ENSG00000158186.13	MRAS	7.307446605732029
ENSG00000110777.12	POU2AF1	7.303788837289458
ENSG00000082781.12	ITGB5	7.300197452493207
ENSG00000182013.18	PNMA8A	7.296720760189323
ENSG00000169439.12	SDC2	7.288869799066872
ENSG00000137941.17	TTLL7	7.286773272397919
ENSG00000112077.16	RHAG	7.285304870891063
ENSG00000277443.3	MARCKS	7.266174505416905
ENSG00000154127.10	UBASH3B	7.264994926192824
ENSG00000163220.11	S100A9	7.263521166766801
ENSG00000179403.12	VWA1	7.257785009494354
ENSG00000156103.16	MMP16	7.257683960877256
ENSG00000196586.15	MYO6	7.243319916825392
ENSG00000184226.15	PCDH9	7.2396056886888225
ENSG00000154553.15	PDLIM3	7.235336282678761
ENSG00000165323.15	FAT3	7.230393506429749
ENSG00000182667.14	NTM	7.206240025997822
ENSG00000128340.15	RAC2	7.195698420306493
ENSG00000163637.13	PRICKLE2	7.193467113608924
ENSG00000166402.8	TUB	7.188151841701955
ENSG00000165868.14	HSPA12A	7.185342082252807
ENSG00000122863.6	CHST3	7.173084824956721
ENSG00000184144.12	CNTN2	7.164430402108263
ENSG00000171992.13	SYNPO	7.151679341264762
ENSG00000117114.19	ADGRL2	7.151649700704227
ENSG00000146966.13	DENND2A	7.149848525340469
ENSG00000240583.12	AQP1	7.1457099800010635
ENSG00000154545.16	MAGED4	7.145570254978276
ENSG00000111799.21	COL12A1	7.1442129524258
ENSG00000182809.10	CRIP2	7.133031196882183
ENSG00000196361.10	ELAVL3	7.132543406106246
ENSG00000175161.13	CADM2	7.123429944245104
ENSG00000179348.11	GATA2	7.120345545946097
ENSG00000115085.13	ZAP70	7.119930688884036
ENSG00000046889.19	PREX2	7.117243237579902
ENSG00000145555.15	MYO10	7.1140464274335535
ENSG00000131386.19	GALNT15	7.107941028496836
ENSG00000181790.11	ADGRB1	7.104873924467332
ENSG00000103742.12	IGDCC4	7.098596859743138
ENSG00000109099.15	PMP22	7.090018038612646
ENSG00000092758.18	COL9A3	7.082404751993687
ENSG00000123405.14	NFE2	7.080552040685674
ENSG00000147168.12	IL2RG	7.079997190134864
ENSG00000164434.12	FABP7	7.076404744863183
ENSG00000111077.17	TNS2	7.062197803679514
ENSG00000168421.13	RHOH	7.052929013168741
ENSG00000239998.6	LILRA2	7.050235371919442
ENSG00000183878.15	UTY	7.044225558670321
ENSG00000144724.20	PTPRG	7.025898653791002
ENSG00000125910.5	S1PR4	7.018431125260825
ENSG00000171766.16	GATM	7.017606078563618
ENSG00000268861.7	AC008878.3	7.014751753208444
ENSG00000095637.22	SORBS1	7.010502979332217
ENSG00000151276.23	MAGI1	7.004512627531546
ENSG00000169575.4	VPREB1	7.004439960407324
ENSG00000166897.15	ELFN2	6.996972081296875
ENSG00000101198.15	NKAIN4	6.994300565461626
ENSG00000105409.19	ATP1A3	6.992071761183781
ENSG00000188404.9	SELL	6.989699192235239
ENSG00000196569.12	LAMA2	6.983310751902384
ENSG00000104723.20	TUSC3	6.974666001483054
ENSG00000218336.9	TENM3	6.97380713106116
ENSG00000139364.10	TMEM132B	6.970380462638728
ENSG00000198576.4	ARC	6.965887039367593
ENSG00000118946.12	PCDH17	6.9583869567238565
ENSG00000173805.15	HAP1	6.954212086279786
ENSG00000151322.18	NPAS3	6.949352701259425
ENSG00000145147.20	SLIT2	6.947386947445373
ENSG00000170571.12	EMB	6.947333081619549
ENSG00000123243.15	ITIH5	6.944908032049431
ENSG00000105357.17	MYH14	6.944701431108719
ENSG00000153253.18	SCN3A	6.942293677433833
ENSG00000007968.7	E2F2	6.940061107687474
ENSG00000113645.14	WWC1	6.936557623869219
ENSG00000066032.18	CTNNA2	6.936445846221735
ENSG00000129116.19	PALLD	6.928019661124599
ENSG00000145794.17	MEGF10	6.92301517817829
ENSG00000117115.13	PADI2	6.922385139041871
ENSG00000197702.13	PARVA	6.918971197390647
ENSG00000182636.7	NDN	6.9126432104201285
ENSG00000153283.12	CD96	6.911967109378715
ENSG00000164330.17	EBF1	6.90106330161011
ENSG00000120708.17	TGFBI	6.892568758811862
ENSG00000158270.12	COLEC12	6.877503180189122
ENSG00000155629.15	PIK3AP1	6.870573737111981
ENSG00000105270.15	CLIP3	6.870233932526747
ENSG00000100968.14	NFATC4	6.870186048497408
ENSG00000058404.20	CAMK2B	6.863864383735365
ENSG00000174059.16	CD34	6.858029754431403
ENSG00000068831.19	RASGRP2	6.856536104624674
ENSG00000131016.17	AKAP12	6.854239683164778
ENSG00000103449.11	SALL1	6.84902903348071
ENSG00000187678.9	SPRY4	6.841050983104579
ENSG00000019144.19	PHLDB1	6.838582384018345
ENSG00000159189.12	C1QC	6.832926451466
ENSG00000175928.5	LRRN1	6.830495635302685
ENSG00000221890.4	NPTXR	6.821750526441215
ENSG00000173482.16	PTPRM	6.813589910626048
ENSG00000092051.17	JPH4	6.813186332016329
ENSG00000153531.13	ADPRHL1	6.8103600144616125
ENSG00000149256.15	TENM4	6.807032605357059
ENSG00000144369.13	FAM171B	6.805658133189968
ENSG00000148411.8	NACC2	6.8013764003903185
ENSG00000144730.18	IL17RD	6.795697967885225
ENSG00000184113.9	CLDN5	6.79361665689357
ENSG00000219438.8	TAFA5	6.786695991505716
ENSG00000012171.19	SEMA3B	6.781709596207802
ENSG00000132561.14	MATN2	6.768620613593327
ENSG00000185551.15	NR2F2	6.767709230275041
ENSG00000156475.18	PPP2R2B	6.765366228670203
ENSG00000187922.13	LCN10	6.765171246495445
ENSG00000115457.10	IGFBP2	6.763991413788828
ENSG00000132563.16	REEP2	6.7604724371302325
ENSG00000121440.15	PDZRN3	6.757244513883089
ENSG00000113721.14	PDGFRB	6.740648512094871
ENSG00000117525.14	F3	6.73889636832426
ENSG00000107731.12	UNC5B	6.736316686218402
ENSG00000166501.14	PRKCB	6.734847718747659
ENSG00000105851.11	PIK3CG	6.731965222801763
ENSG00000162873.14	KLHDC8A	6.726048668916607
ENSG00000167371.21	PRRT2	6.7247459154162
ENSG00000119866.21	BCL11A	6.71400057756049
ENSG00000183580.10	FBXL7	6.709170656432057
ENSG00000153956.16	CACNA2D1	6.706231121336023
ENSG00000126878.13	AIF1L	6.688087499932544
ENSG00000135097.7	MSI1	6.681492595333379
ENSG00000116962.15	NID1	6.671951617370193
ENSG00000157554.19	ERG	6.6706689317000185
ENSG00000164125.15	GASK1B	6.6662065275804805
ENSG00000144406.18	UNC80	6.661564018576354
ENSG00000010671.15	BTK	6.659548857115348
ENSG00000132613.15	MTSS2	6.657814842335196
ENSG00000185198.11	PRSS57	6.6555234535745
ENSG00000109339.22	MAPK10	6.653183661499035
ENSG00000074964.17	ARHGEF10L	6.653094939209323
ENSG00000139289.13	PHLDA1	6.651856189961517
ENSG00000077522.13	ACTN2	6.625320936019743
ENSG00000128815.19	WDFY4	6.6247751214685575
ENSG00000159753.14	CARMIL2	6.611752844751571
ENSG00000081237.20	PTPRC	6.609706417292396
ENSG00000160200.17	CBS	6.6056027599793135
ENSG00000130477.15	UNC13A	6.602604517363836
ENSG00000186472.20	PCLO	6.59857563565588
ENSG00000137265.15	IRF4	6.597515029430216
ENSG00000136848.17	DAB2IP	6.597248134443403
ENSG00000120833.14	SOCS2	6.596706817486173
ENSG00000162676.12	GFI1	6.5931825630761365
ENSG00000065361.15	ERBB3	6.5924505071058785
ENSG00000134247.10	PTGFRN	6.5901769040604075
ENSG00000198910.13	L1CAM	6.5899525227890265
ENSG00000104341.16	LAPTM4B	6.589776496086823
ENSG00000143995.20	MEIS1	6.582029869329196
ENSG00000091656.18	ZFHX4	6.580846633032595
ENSG00000156113.23	KCNMA1	6.575231086400876
ENSG00000196376.11	SLC35F1	6.572470940764561
ENSG00000163879.11	DNALI1	6.563108651851699
ENSG00000196739.15	COL27A1	6.560732576762752
ENSG00000109654.15	TRIM2	6.560578990231469
ENSG00000115963.13	RND3	6.553906609058404
ENSG00000163069.12	SGCB	6.544384998249127
ENSG00000135069.14	PSAT1	6.541065800601427
ENSG00000073712.15	FERMT2	6.540872739638456
ENSG00000125675.18	GRIA3	6.523056126877023
ENSG00000135929.9	CYP27A1	6.521619132807857
ENSG00000115468.12	EFHD1	6.51958394419323
ENSG00000140563.15	MCTP2	6.518177413060653
ENSG00000169169.14	CPT1C	6.5172513480953755
ENSG00000128656.14	CHN1	6.5080893213355075
ENSG00000136929.13	HEMGN	6.502078081026774
ENSG00000091986.15	CCDC80	6.482607867844294
ENSG00000164946.19	FREM1	6.479908075784785
ENSG00000167680.16	SEMA6B	6.4787533407985105
ENSG00000067646.12	ZFY	6.4659543759465015
ENSG00000130707.17	ASS1	6.458392553751004
ENSG00000118308.15	LRMP	6.4493901800559525
ENSG00000185985.9	SLITRK2	6.449130243530703
ENSG00000171798.18	KNDC1	6.444389194019148
ENSG00000138685.15	FGF2	6.442056572156788
ENSG00000138448.12	ITGAV	6.4391117849281
ENSG00000155816.20	FMN2	6.437925809568185
ENSG00000154856.13	APCDD1	6.430584317150264
ENSG00000143546.10	S100A8	6.429909253969915
